period,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2025-10,Chevrolet Cranberry,Google Ads,phone,34,9,4,5,18448,962
2025-10,Chevrolet Cranberry,Inbound Calls,phone,75,21,15,6,58630,
2025-10,Chevrolet Cranberry,Lease Return,campaign,9,4,3,1,6297,
2025-10,Chevrolet Cranberry,TrueCar,internet,30,1,1,0,2692,735
2025-10,Chevrolet Cranberry,Walk In,showroom,67,29,21,8,119904,
2025-10,Chevrolet Cranberry,Website Chat,chat,63,2,1,1,4728,803
2025-10,Honda Monroeville,Autotrader,internet,159,12,7,5,32047,2277
2025-10,Honda Monroeville,CarGurus,internet,58,6,1,5,16468,1432
2025-10,Honda Monroeville,CarGurus,phone,14,0,0,0,0,358
2025-10,Honda Monroeville,Cars.com,internet,128,8,4,4,23062,1823
2025-10,Honda Monroeville,Dealer Website,chat,36,2,1,1,7127,
2025-10,Honda Monroeville,Dealer Website,internet,223,22,12,10,67168,
2025-10,Honda Monroeville,Facebook Marketplace,internet,71,4,2,2,9106,591
2025-10,Honda Monroeville,Google Ads,campaign,14,4,2,2,8628,301
2025-10,Honda Monroeville,Google Ads,internet,91,16,7,9,31510,1960
2025-10,Honda Monroeville,Google Ads,phone,35,6,2,4,10933,754
2025-10,Honda Monroeville,Inbound Calls,phone,92,18,13,5,61342,
2025-10,Honda Monroeville,Lease Return,campaign,6,0,0,0,0,
2025-10,Honda Monroeville,TrueCar,internet,29,2,1,1,5029,576
2025-10,Honda Monroeville,Walk In,showroom,55,14,10,4,51252,
2025-10,Honda Monroeville,Website Chat,chat,41,2,1,1,5519,629
2025-10,Nissan Boardman,Autotrader,internet,313,26,14,12,86279,3926
2025-10,Nissan Boardman,CarGurus,internet,199,11,2,9,30697,2470
2025-10,Nissan Boardman,CarGurus,phone,50,3,1,2,7762,617
2025-10,Nissan Boardman,Cars.com,internet,229,22,12,10,57353,3144
2025-10,Nissan Boardman,Dealer Website,chat,83,10,6,4,36088,
2025-10,Nissan Boardman,Dealer Website,internet,509,37,20,17,144118,
2025-10,Nissan Boardman,Facebook Marketplace,internet,116,2,1,1,3808,1019
2025-10,Nissan Boardman,Google Ads,campaign,18,3,1,2,6231,520
2025-10,Nissan Boardman,Google Ads,internet,117,20,8,12,46484,3380
2025-10,Nissan Boardman,Google Ads,phone,45,10,4,6,23005,1300
2025-10,Nissan Boardman,Inbound Calls,phone,130,23,17,6,71231,
2025-10,Nissan Boardman,Lease Return,campaign,15,4,3,1,6547,
2025-10,Nissan Boardman,TrueCar,internet,38,2,1,1,5335,993
2025-10,Nissan Boardman,Walk In,showroom,98,28,20,8,108688,
2025-10,Nissan Boardman,Website Chat,chat,83,8,4,4,19437,1085
2025-11,Chevrolet Cranberry,Autotrader,internet,208,16,9,7,45426,2897
2025-11,Chevrolet Cranberry,CarGurus,internet,107,5,1,4,11907,1687
2025-11,Chevrolet Cranberry,CarGurus,phone,27,0,0,0,0,421
2025-11,Chevrolet Cranberry,Cars.com,internet,111,9,5,4,29013,2327
2025-11,Chevrolet Cranberry,Dealer Website,chat,39,4,2,2,15287,
2025-11,Chevrolet Cranberry,Dealer Website,internet,239,42,23,19,157734,
2025-11,Chevrolet Cranberry,Facebook Marketplace,internet,80,2,1,1,4637,655
2025-11,Chevrolet Cranberry,Google Ads,campaign,11,4,2,2,9432,346
2025-11,Chevrolet Cranberry,Google Ads,internet,74,13,5,8,30488,2251
2025-11,Chevrolet Cranberry,Google Ads,phone,28,4,2,2,7249,865
2025-11,Chevrolet Cranberry,Inbound Calls,phone,67,18,13,5,50604,
2025-11,Chevrolet Cranberry,Lease Return,campaign,8,1,1,0,1696,
2025-11,Chevrolet Cranberry,TrueCar,internet,27,2,1,1,4967,707
2025-11,Chevrolet Cranberry,Walk In,showroom,71,20,14,6,78885,
2025-11,Chevrolet Cranberry,Website Chat,chat,55,5,3,2,14731,809
2025-11,Honda Monroeville,Autotrader,internet,146,19,10,9,50405,2271
2025-11,Honda Monroeville,CarGurus,internet,53,6,1,5,16438,1322
2025-11,Honda Monroeville,CarGurus,phone,13,1,0,1,2963,330
2025-11,Honda Monroeville,Cars.com,internet,131,14,8,6,42768,1824
2025-11,Honda Monroeville,Dealer Website,chat,33,3,2,1,9414,
2025-11,Honda Monroeville,Dealer Website,internet,201,19,10,9,73002,
2025-11,Honda Monroeville,Facebook Marketplace,internet,50,3,2,1,7162,513
2025-11,Honda Monroeville,Google Ads,campaign,10,6,2,4,14038,271
2025-11,Honda Monroeville,Google Ads,internet,68,8,3,5,14299,1764
2025-11,Honda Monroeville,Google Ads,phone,26,6,2,4,12197,678
2025-11,Honda Monroeville,Inbound Calls,phone,89,24,17,7,76425,
2025-11,Honda Monroeville,Lease Return,campaign,6,2,1,1,3052,
2025-11,Honda Monroeville,TrueCar,internet,27,3,2,1,6488,554
2025-11,Honda Monroeville,Walk In,showroom,49,12,9,3,40255,
2025-11,Honda Monroeville,Website Chat,chat,39,1,1,0,2847,634
2025-11,Nissan Boardman,Autotrader,internet,255,21,12,9,52181,3915
2025-11,Nissan Boardman,CarGurus,internet,174,9,2,7,21776,2280
2025-11,Nissan Boardman,CarGurus,phone,43,3,1,2,7206,570
2025-11,Nissan Boardman,Cars.com,internet,233,25,14,11,72150,3145
2025-11,Nissan Boardman,Dealer Website,chat,68,7,4,3,22833,
2025-11,Nissan Boardman,Dealer Website,internet,419,45,25,20,174786,
2025-11,Nissan Boardman,Facebook Marketplace,internet,91,3,2,1,6423,885
2025-11,Nissan Boardman,Google Ads,campaign,14,6,2,4,13406,468
2025-11,Nissan Boardman,Google Ads,internet,92,22,9,13,47129,3042
2025-11,Nissan Boardman,Google Ads,phone,35,4,2,2,8476,1170
2025-11,Nissan Boardman,Inbound Calls,phone,120,23,17,6,64300,
2025-11,Nissan Boardman,Lease Return,campaign,13,4,3,1,6191,
2025-11,Nissan Boardman,TrueCar,internet,29,0,0,0,0,955
2025-11,Nissan Boardman,Walk In,showroom,91,34,24,10,104769,
2025-11,Nissan Boardman,Website Chat,chat,87,5,3,2,11291,1093
2025-12,Chevrolet Cranberry,Autotrader,internet,222,21,12,9,52756,2889
2025-12,Chevrolet Cranberry,CarGurus,internet,127,14,3,11,43899,1546
2025-12,Chevrolet Cranberry,CarGurus,phone,32,1,0,1,2620,386
2025-12,Chevrolet Cranberry,Cars.com,internet,124,9,5,4,27348,2329
2025-12,Chevrolet Cranberry,Dealer Website,chat,49,6,3,3,22791,
2025-12,Chevrolet Cranberry,Dealer Website,internet,301,31,17,14,97879,
2025-12,Chevrolet Cranberry,Facebook Marketplace,internet,86,4,2,2,9422,616
2025-12,Chevrolet Cranberry,Google Ads,campaign,13,3,1,2,7141,307
2025-12,Chevrolet Cranberry,Google Ads,internet,86,20,8,12,39607,2000
2025-12,Chevrolet Cranberry,Google Ads,phone,33,11,5,6,21810,769
2025-12,Chevrolet Cranberry,Inbound Calls,phone,88,12,9,3,33259,
2025-12,Chevrolet Cranberry,Lease Return,campaign,30,13,9,4,23287,
2025-12,Chevrolet Cranberry,TrueCar,internet,26,2,1,1,5027,680
2025-12,Chevrolet Cranberry,Walk In,showroom,73,29,21,8,107766,
2025-12,Chevrolet Cranberry,Website Chat,chat,65,10,6,4,28957,815
2025-12,Honda Monroeville,Autotrader,internet,210,13,7,6,33541,2265
2025-12,Honda Monroeville,CarGurus,internet,57,6,1,5,15088,1212
2025-12,Honda Monroeville,CarGurus,phone,14,0,0,0,0,303
2025-12,Honda Monroeville,Cars.com,internet,137,13,7,6,38464,1825
2025-12,Honda Monroeville,Dealer Website,chat,43,6,3,3,21764,
2025-12,Honda Monroeville,Dealer Website,internet,263,28,15,13,87155,
2025-12,Honda Monroeville,Facebook Marketplace,internet,55,5,3,2,10405,483
2025-12,Honda Monroeville,Google Ads,campaign,11,1,0,1,2040,241
2025-12,Honda Monroeville,Google Ads,internet,71,15,6,9,27615,1568
2025-12,Honda Monroeville,Google Ads,phone,27,1,0,1,1827,603
2025-12,Honda Monroeville,Inbound Calls,phone,98,24,17,7,74002,
2025-12,Honda Monroeville,Lease Return,campaign,21,7,5,2,11761,
2025-12,Honda Monroeville,TrueCar,internet,33,6,3,3,14069,533
2025-12,Honda Monroeville,Walk In,showroom,64,23,17,6,93252,
2025-12,Honda Monroeville,Website Chat,chat,48,3,2,1,7444,639
2025-12,Nissan Boardman,Autotrader,internet,328,28,15,13,73840,3905
2025-12,Nissan Boardman,CarGurus,internet,197,11,2,9,29185,2090
2025-12,Nissan Boardman,CarGurus,phone,49,2,0,2,5803,522
2025-12,Nissan Boardman,Cars.com,internet,266,31,17,14,85161,3147
2025-12,Nissan Boardman,Dealer Website,chat,88,8,4,4,24836,
2025-12,Nissan Boardman,Dealer Website,internet,538,57,31,26,197453,
2025-12,Nissan Boardman,Facebook Marketplace,internet,107,2,1,1,4190,833
2025-12,Nissan Boardman,Google Ads,campaign,15,2,1,1,4739,416
2025-12,Nissan Boardman,Google Ads,internet,98,13,5,8,25564,2704
2025-12,Nissan Boardman,Google Ads,phone,38,2,1,1,3839,1040
2025-12,Nissan Boardman,Inbound Calls,phone,160,32,23,9,110214,
2025-12,Nissan Boardman,Lease Return,campaign,39,9,6,3,15067,
2025-12,Nissan Boardman,TrueCar,internet,38,4,2,2,10393,919
2025-12,Nissan Boardman,Walk In,showroom,101,36,26,10,133167,
2025-12,Nissan Boardman,Website Chat,chat,92,7,4,3,16015,1101
2026-01,Chevrolet Cranberry,Autotrader,internet,183,14,8,6,38888,2882
2026-01,Chevrolet Cranberry,CarGurus,internet,83,10,2,8,28883,1406
2026-01,Chevrolet Cranberry,CarGurus,phone,21,1,0,1,2379,351
2026-01,Chevrolet Cranberry,Cars.com,internet,103,13,7,6,35216,2330
2026-01,Chevrolet Cranberry,Dealer Website,chat,39,8,4,4,24302,
2026-01,Chevrolet Cranberry,Dealer Website,internet,242,24,13,11,90735,
2026-01,Chevrolet Cranberry,Facebook Marketplace,internet,79,8,4,4,19613,754
2026-01,Chevrolet Cranberry,Google Ads,campaign,9,2,1,1,4289,269
2026-01,Chevrolet Cranberry,Google Ads,internet,60,18,7,11,34506,1750
2026-01,Chevrolet Cranberry,Google Ads,phone,23,8,3,5,17378,673
2026-01,Chevrolet Cranberry,Inbound Calls,phone,79,17,12,5,53844,
2026-01,Chevrolet Cranberry,Lease Return,campaign,8,2,1,1,3491,
2026-01,Chevrolet Cranberry,TrueCar,internet,20,1,1,0,2727,654
2026-01,Chevrolet Cranberry,Walk In,showroom,59,17,12,5,61492,
2026-01,Chevrolet Cranberry,Website Chat,chat,52,4,2,2,9692,821
2026-01,Honda Monroeville,Autotrader,internet,140,10,6,4,31447,2258
2026-01,Honda Monroeville,CarGurus,internet,43,0,0,0,0,1102
2026-01,Honda Monroeville,CarGurus,phone,11,2,0,2,6308,275
2026-01,Honda Monroeville,Cars.com,internet,124,10,6,4,31291,1826
2026-01,Honda Monroeville,Dealer Website,chat,29,6,3,3,18585,
2026-01,Honda Monroeville,Dealer Website,internet,177,14,8,6,40872,
2026-01,Honda Monroeville,Facebook Marketplace,internet,56,4,2,2,7877,591
2026-01,Honda Monroeville,Google Ads,campaign,8,3,1,2,6406,211
2026-01,Honda Monroeville,Google Ads,internet,55,14,6,8,27939,1372
2026-01,Honda Monroeville,Google Ads,phone,21,5,2,3,9484,527
2026-01,Honda Monroeville,Inbound Calls,phone,81,26,19,7,75098,
2026-01,Honda Monroeville,Lease Return,campaign,5,3,2,1,4825,
2026-01,Honda Monroeville,TrueCar,internet,28,2,1,1,5540,513
2026-01,Honda Monroeville,Walk In,showroom,52,19,14,5,68389,
2026-01,Honda Monroeville,Website Chat,chat,37,2,1,1,5239,643
2026-01,Nissan Boardman,Autotrader,internet,245,16,9,7,49209,3894
2026-01,Nissan Boardman,CarGurus,internet,119,4,1,3,10391,1900
2026-01,Nissan Boardman,CarGurus,phone,30,2,0,2,5291,475
2026-01,Nissan Boardman,Cars.com,internet,227,22,12,10,57205,3149
2026-01,Nissan Boardman,Dealer Website,chat,73,10,6,4,36183,
2026-01,Nissan Boardman,Dealer Website,internet,448,35,19,16,106372,
2026-01,Nissan Boardman,Facebook Marketplace,internet,90,6,3,3,11490,1019
2026-01,Nissan Boardman,Google Ads,campaign,11,4,2,2,7464,364
2026-01,Nissan Boardman,Google Ads,internet,74,11,5,6,24565,2366
2026-01,Nissan Boardman,Google Ads,phone,29,5,2,3,11288,909
2026-01,Nissan Boardman,Inbound Calls,phone,138,35,25,10,102213,
2026-01,Nissan Boardman,Lease Return,campaign,11,3,2,1,5001,
2026-01,Nissan Boardman,TrueCar,internet,25,1,1,0,2743,885
2026-01,Nissan Boardman,Walk In,showroom,100,31,22,9,118365,
2026-01,Nissan Boardman,Website Chat,chat,88,7,4,3,16662,1110
2026-02,Chevrolet Cranberry,Autotrader,internet,172,10,6,4,30778,2874
2026-02,Chevrolet Cranberry,CarGurus,internet,83,6,1,5,16759,1265
2026-02,Chevrolet Cranberry,CarGurus,phone,21,1,0,1,2584,316
2026-02,Chevrolet Cranberry,Cars.com,internet,95,6,3,3,15635,2331
2026-02,Chevrolet Cranberry,Dealer Website,chat,45,5,3,2,16487,
2026-02,Chevrolet Cranberry,Dealer Website,internet,276,31,17,14,98302,
2026-02,Chevrolet Cranberry,Facebook Marketplace,internet,111,2,1,1,4260,951
2026-02,Chevrolet Cranberry,Google Ads,campaign,8,2,1,1,4273,230
2026-02,Chevrolet Cranberry,Google Ads,internet,53,10,4,6,18967,1500
2026-02,Chevrolet Cranberry,Google Ads,phone,20,5,2,3,9031,577
2026-02,Chevrolet Cranberry,Inbound Calls,phone,66,19,14,5,54356,
2026-02,Chevrolet Cranberry,Lease Return,campaign,8,1,1,0,1608,
2026-02,Chevrolet Cranberry,TrueCar,internet,20,3,2,1,7826,630
2026-02,Chevrolet Cranberry,Walk In,showroom,69,26,19,7,96065,
2026-02,Chevrolet Cranberry,Website Chat,chat,57,2,1,1,5741,827
2026-02,Honda Monroeville,Autotrader,internet,151,7,4,3,20262,2252
2026-02,Honda Monroeville,CarGurus,internet,42,3,1,2,9404,991
2026-02,Honda Monroeville,CarGurus,phone,10,1,0,1,3152,247
2026-02,Honda Monroeville,Cars.com,internet,124,13,7,6,33833,1827
2026-02,Honda Monroeville,Dealer Website,chat,35,7,4,3,23634,
2026-02,Honda Monroeville,Dealer Website,internet,216,27,15,12,104319,
2026-02,Honda Monroeville,Facebook Marketplace,internet,75,2,1,1,4964,745
2026-02,Honda Monroeville,Google Ads,campaign,7,4,2,2,9532,180
2026-02,Honda Monroeville,Google Ads,internet,47,11,5,6,24961,1176
2026-02,Honda Monroeville,Google Ads,phone,18,4,2,2,9521,452
2026-02,Honda Monroeville,Inbound Calls,phone,98,25,18,7,78014,
2026-02,Honda Monroeville,Lease Return,campaign,5,0,0,0,0,
2026-02,Honda Monroeville,TrueCar,internet,27,3,2,1,6421,493
2026-02,Honda Monroeville,Walk In,showroom,49,20,14,6,65939,
2026-02,Honda Monroeville,Website Chat,chat,44,3,2,1,8070,648
2026-02,Nissan Boardman,Autotrader,internet,284,23,13,10,69479,3884
2026-02,Nissan Boardman,CarGurus,internet,138,7,1,6,19955,1710
2026-02,Nissan Boardman,CarGurus,phone,35,1,0,1,3173,427
2026-02,Nissan Boardman,Cars.com,internet,197,17,9,8,54686,3151
2026-02,Nissan Boardman,Dealer Website,chat,66,8,4,4,24194,
2026-02,Nissan Boardman,Dealer Website,internet,403,36,20,16,116085,
2026-02,Nissan Boardman,Facebook Marketplace,internet,124,3,2,1,6662,1285
2026-02,Nissan Boardman,Google Ads,campaign,10,2,1,1,4760,312
2026-02,Nissan Boardman,Google Ads,internet,64,7,3,4,15806,2028
2026-02,Nissan Boardman,Google Ads,phone,25,6,2,4,12488,780
2026-02,Nissan Boardman,Inbound Calls,phone,148,25,18,7,79096,
2026-02,Nissan Boardman,Lease Return,campaign,11,2,1,1,3215,
2026-02,Nissan Boardman,TrueCar,internet,31,3,2,1,7317,851
2026-02,Nissan Boardman,Walk In,showroom,99,27,19,8,83450,
2026-02,Nissan Boardman,Website Chat,chat,92,8,4,4,21087,1118
2026-03,Chevrolet Cranberry,Autotrader,internet,237,20,11,9,57088,2866
2026-03,Chevrolet Cranberry,CarGurus,internet,84,6,1,5,14507,1124
2026-03,Chevrolet Cranberry,CarGurus,phone,21,1,0,1,2499,281
2026-03,Chevrolet Cranberry,Cars.com,internet,130,11,6,5,35595,2333
2026-03,Chevrolet Cranberry,Dealer Website,chat,50,6,3,3,20530,
2026-03,Chevrolet Cranberry,Dealer Website,internet,308,38,21,17,138066,
2026-03,Chevrolet Cranberry,Facebook Marketplace,internet,182,10,6,4,20895,1252
2026-03,Chevrolet Cranberry,Google Ads,campaign,8,3,1,2,6791,192
2026-03,Chevrolet Cranberry,Google Ads,internet,50,15,6,9,29216,1250
2026-03,Chevrolet Cranberry,Google Ads,phone,19,5,2,3,11446,481
2026-03,Chevrolet Cranberry,Inbound Calls,phone,90,24,17,7,66808,
2026-03,Chevrolet Cranberry,Lease Return,campaign,22,4,3,1,7798,
2026-03,Chevrolet Cranberry,TrueCar,internet,24,3,2,1,8130,606
2026-03,Chevrolet Cranberry,Walk In,showroom,69,23,17,6,70524,
2026-03,Chevrolet Cranberry,Website Chat,chat,72,10,6,4,23176,833
2026-03,Honda Monroeville,Autotrader,internet,173,20,11,9,66611,2246
2026-03,Honda Monroeville,CarGurus,internet,41,2,0,2,4922,881
2026-03,Honda Monroeville,CarGurus,phone,10,0,0,0,0,220
2026-03,Honda Monroeville,Cars.com,internet,146,8,4,4,26102,1828
2026-03,Honda Monroeville,Dealer Website,chat,43,8,4,4,28609,
2026-03,Honda Monroeville,Dealer Website,internet,267,18,10,8,61820,
2026-03,Honda Monroeville,Facebook Marketplace,internet,122,7,4,3,14105,981
2026-03,Honda Monroeville,Google Ads,campaign,7,0,0,0,0,150
2026-03,Honda Monroeville,Google Ads,internet,48,16,7,9,29101,980
2026-03,Honda Monroeville,Google Ads,phone,18,5,2,3,10849,377
2026-03,Honda Monroeville,Inbound Calls,phone,115,23,17,6,68764,
2026-03,Honda Monroeville,Lease Return,campaign,14,5,4,1,7418,
2026-03,Honda Monroeville,TrueCar,internet,31,1,1,0,2599,475
2026-03,Honda Monroeville,Walk In,showroom,69,27,19,8,91737,
2026-03,Honda Monroeville,Website Chat,chat,47,1,1,0,2421,653
2026-03,Nissan Boardman,Autotrader,internet,319,19,10,9,61895,3873
2026-03,Nissan Boardman,CarGurus,internet,123,3,1,2,7321,1520
2026-03,Nissan Boardman,CarGurus,phone,31,2,0,2,6003,380
2026-03,Nissan Boardman,Cars.com,internet,218,12,7,5,32605,3153
2026-03,Nissan Boardman,Dealer Website,chat,78,9,5,4,26652,
2026-03,Nissan Boardman,Dealer Website,internet,478,48,26,22,144330,
2026-03,Nissan Boardman,Facebook Marketplace,internet,207,8,4,4,17645,1692
2026-03,Nissan Boardman,Google Ads,campaign,9,4,2,2,8904,260
2026-03,Nissan Boardman,Google Ads,internet,58,11,5,6,23716,1690
2026-03,Nissan Boardman,Google Ads,phone,22,5,2,3,11451,650
2026-03,Nissan Boardman,Inbound Calls,phone,151,24,17,7,84019,
2026-03,Nissan Boardman,Lease Return,campaign,31,9,6,3,16539,
2026-03,Nissan Boardman,TrueCar,internet,31,2,1,1,4444,819
2026-03,Nissan Boardman,Walk In,showroom,98,30,22,8,94311,
2026-03,Nissan Boardman,Website Chat,chat,100,7,4,3,17433,1126
2026-04,Chevrolet Cranberry,Autotrader,internet,237,14,8,6,39059,2858
2026-04,Chevrolet Cranberry,CarGurus,internet,82,8,2,6,21924,984
2026-04,Chevrolet Cranberry,CarGurus,phone,21,0,0,0,0,246
2026-04,Chevrolet Cranberry,Cars.com,internet,116,15,8,7,48421,2334
2026-04,Chevrolet Cranberry,Dealer Website,chat,52,3,2,1,10160,
2026-04,Chevrolet Cranberry,Dealer Website,internet,320,45,25,20,153314,
2026-04,Chevrolet Cranberry,Facebook Marketplace,internet,241,5,3,2,9779,1586
2026-04,Chevrolet Cranberry,Google Ads,campaign,6,0,0,0,0,153
2026-04,Chevrolet Cranberry,Google Ads,internet,42,10,4,6,20204,1000
2026-04,Chevrolet Cranberry,Google Ads,phone,16,3,1,2,6465,384
2026-04,Chevrolet Cranberry,Inbound Calls,phone,81,17,12,5,46275,
2026-04,Chevrolet Cranberry,Lease Return,campaign,7,4,3,1,7398,
2026-04,Chevrolet Cranberry,TikTok Ads,internet,15,1,1,0,2212,355
2026-04,Chevrolet Cranberry,TrueCar,internet,23,2,1,1,5739,583
2026-04,Chevrolet Cranberry,Walk In,showroom,82,27,19,8,99346,
2026-04,Chevrolet Cranberry,Website Chat,chat,62,2,1,1,4855,840
2026-04,Honda Monroeville,Autotrader,internet,179,8,4,4,25853,2240
2026-04,Honda Monroeville,CarGurus,internet,40,2,0,2,5620,771
2026-04,Honda Monroeville,CarGurus,phone,10,1,0,1,2416,192
2026-04,Honda Monroeville,Cars.com,internet,129,18,10,8,59790,1829
2026-04,Honda Monroeville,Dealer Website,chat,44,5,3,2,18500,
2026-04,Honda Monroeville,Dealer Website,internet,272,18,10,8,67334,
2026-04,Honda Monroeville,Facebook Marketplace,internet,147,9,5,4,22564,1243
2026-04,Honda Monroeville,Google Ads,campaign,6,2,1,1,3908,120
2026-04,Honda Monroeville,Google Ads,internet,40,7,3,4,13049,784
2026-04,Honda Monroeville,Google Ads,phone,15,2,1,1,3759,301
2026-04,Honda Monroeville,Inbound Calls,phone,99,19,14,5,61726,
2026-04,Honda Monroeville,Lease Return,campaign,5,2,1,1,3048,
2026-04,Honda Monroeville,TikTok Ads,internet,13,0,0,0,0,278
2026-04,Honda Monroeville,TrueCar,internet,30,1,1,0,2588,457
2026-04,Honda Monroeville,Walk In,showroom,61,30,22,8,96855,
2026-04,Honda Monroeville,Website Chat,chat,53,5,3,2,12304,658
2026-04,Nissan Boardman,Autotrader,internet,345,30,16,14,79273,3863
2026-04,Nissan Boardman,CarGurus,internet,124,8,2,6,24460,1330
2026-04,Nissan Boardman,CarGurus,phone,31,2,0,2,5579,332
2026-04,Nissan Boardman,Cars.com,internet,233,16,9,7,55980,3154
2026-04,Nissan Boardman,Dealer Website,chat,90,12,7,5,46634,
2026-04,Nissan Boardman,Dealer Website,internet,551,53,29,24,172974,
2026-04,Nissan Boardman,Facebook Marketplace,internet,261,11,6,5,24528,2143
2026-04,Nissan Boardman,Google Ads,campaign,7,0,0,0,0,208
2026-04,Nissan Boardman,Google Ads,internet,45,11,5,6,21813,1352
2026-04,Nissan Boardman,Google Ads,phone,17,3,1,2,5951,520
2026-04,Nissan Boardman,Inbound Calls,phone,142,29,21,8,99423,
2026-04,Nissan Boardman,Lease Return,campaign,11,4,3,1,7479,
2026-04,Nissan Boardman,TikTok Ads,internet,13,0,0,0,0,480
2026-04,Nissan Boardman,TrueCar,internet,34,4,2,2,8785,788
2026-04,Nissan Boardman,Walk In,showroom,107,43,31,12,165033,
2026-04,Nissan Boardman,Website Chat,chat,98,7,4,3,17262,1135
2026-05,Chevrolet Cranberry,Autotrader,internet,228,24,13,11,77490,2851
2026-05,Chevrolet Cranberry,CarGurus,internet,65,6,1,5,16658,843
2026-05,Chevrolet Cranberry,CarGurus,phone,16,2,0,2,5137,210
2026-05,Chevrolet Cranberry,Cars.com,internet,119,9,5,4,30775,2335
2026-05,Chevrolet Cranberry,Dealer Website,chat,54,8,4,4,28165,
2026-05,Chevrolet Cranberry,Dealer Website,internet,332,37,20,17,142164,
2026-05,Chevrolet Cranberry,Facebook Marketplace,internet,262,16,9,7,32628,1812
2026-05,Chevrolet Cranberry,Google Ads,campaign,5,1,0,1,2130,115
2026-05,Chevrolet Cranberry,Google Ads,internet,33,7,3,4,16847,750
2026-05,Chevrolet Cranberry,Google Ads,phone,13,2,1,1,4240,288
2026-05,Chevrolet Cranberry,Inbound Calls,phone,93,24,17,7,67735,
2026-05,Chevrolet Cranberry,Lease Return,campaign,7,1,1,0,1574,
2026-05,Chevrolet Cranberry,TikTok Ads,internet,27,1,1,0,1832,562
2026-05,Chevrolet Cranberry,TrueCar,internet,26,2,1,1,4252,577
2026-05,Chevrolet Cranberry,Walk In,showroom,76,35,25,10,107765,
2026-05,Chevrolet Cranberry,Website Chat,chat,76,7,4,3,15564,846
2026-05,Honda Monroeville,Autotrader,internet,171,9,5,4,26413,2234
2026-05,Honda Monroeville,CarGurus,internet,37,0,0,0,0,661
2026-05,Honda Monroeville,CarGurus,phone,9,1,0,1,2627,165
2026-05,Honda Monroeville,Cars.com,internet,137,14,8,6,47215,1830
2026-05,Honda Monroeville,Dealer Website,chat,46,4,2,2,14465,
2026-05,Honda Monroeville,Dealer Website,internet,281,26,14,12,87329,
2026-05,Honda Monroeville,Facebook Marketplace,internet,204,14,8,6,34056,1420
2026-05,Honda Monroeville,Google Ads,campaign,4,0,0,0,0,90
2026-05,Honda Monroeville,Google Ads,internet,28,7,3,4,16647,588
2026-05,Honda Monroeville,Google Ads,phone,11,5,2,3,10323,226
2026-05,Honda Monroeville,Inbound Calls,phone,103,18,13,5,62375,
2026-05,Honda Monroeville,Lease Return,campaign,5,0,0,0,0,
2026-05,Honda Monroeville,TikTok Ads,internet,23,0,0,0,0,440
2026-05,Honda Monroeville,TrueCar,internet,28,2,1,1,5448,452
2026-05,Honda Monroeville,Walk In,showroom,66,32,23,9,101570,
2026-05,Honda Monroeville,Website Chat,chat,50,0,0,0,0,663
2026-05,Nissan Boardman,Autotrader,internet,341,22,12,10,58659,3853
2026-05,Nissan Boardman,CarGurus,internet,99,7,1,6,16995,1140
2026-05,Nissan Boardman,CarGurus,phone,25,0,0,0,0,285
2026-05,Nissan Boardman,Cars.com,internet,269,15,8,7,41875,3156
2026-05,Nissan Boardman,Dealer Website,chat,83,8,4,4,26572,
2026-05,Nissan Boardman,Dealer Website,internet,510,53,29,24,154792,
2026-05,Nissan Boardman,Facebook Marketplace,internet,282,10,6,4,19256,2449
2026-05,Nissan Boardman,Google Ads,campaign,7,2,1,1,4513,156
2026-05,Nissan Boardman,Google Ads,internet,44,10,4,6,22760,1014
2026-05,Nissan Boardman,Google Ads,phone,17,5,2,3,10423,390
2026-05,Nissan Boardman,Inbound Calls,phone,146,34,24,10,113196,
2026-05,Nissan Boardman,Lease Return,campaign,10,2,1,1,2895,
2026-05,Nissan Boardman,TikTok Ads,internet,25,0,0,0,0,760
2026-05,Nissan Boardman,TrueCar,internet,31,0,0,0,0,780
2026-05,Nissan Boardman,Walk In,showroom,125,40,29,11,125697,
2026-05,Nissan Boardman,Website Chat,chat,124,13,7,6,36665,1143
2026-06,Chevrolet Cranberry,Autotrader,internet,195,16,9,7,45754,2843
2026-06,Chevrolet Cranberry,CarGurus,internet,59,7,1,6,19764,703
2026-06,Chevrolet Cranberry,CarGurus,phone,15,0,0,0,0,175
2026-06,Chevrolet Cranberry,Cars.com,internet,114,7,4,3,21991,2337
2026-06,Chevrolet Cranberry,Dealer Website,chat,54,3,2,1,9871,
2026-06,Chevrolet Cranberry,Dealer Website,internet,334,32,18,14,102676,
2026-06,Chevrolet Cranberry,Facebook Marketplace,internet,262,12,7,5,26664,1812
2026-06,Chevrolet Cranberry,Google Ads,campaign,3,0,0,0,0,115
2026-06,Chevrolet Cranberry,Google Ads,internet,22,5,2,3,11424,750
2026-06,Chevrolet Cranberry,Google Ads,phone,8,0,0,0,0,288
2026-06,Chevrolet Cranberry,Inbound Calls,phone,99,19,14,5,57432,
2026-06,Chevrolet Cranberry,Lease Return,campaign,22,7,5,2,11774,
2026-06,Chevrolet Cranberry,TikTok Ads,internet,35,0,0,0,0,769
2026-06,Chevrolet Cranberry,TrueCar,internet,21,2,1,1,5109,577
