deal_id,date,group,store,source,lead_type,new_used,make,model,model_year,sale_price,front_gross,back_gross,fi_products,salesperson_id,days_to_close
D102960,2025-10-11,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,Corolla,2025,41103,2628,1619,1,SP353,11
D105227,2025-10-11,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,used,Chevrolet,Trax,2021,22089,2101,1203,0,SP599,25
D106248,2025-10-11,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,used,Toyota,Tundra,2020,18215,3095,744,0,SP809,32
D198711,2025-10-12,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,i4,2025,60166,4881,940,3,SP230,44
D201384,2025-10-12,Harbor Motor Group,Harbor BMW,Phone Up,phone,new,BMW,X1,2025,50161,3819,2260,2,SP961,7
D201392,2025-10-12,Harbor Motor Group,Harbor BMW,Phone Up,phone,new,BMW,X5,2025,56466,4320,1139,0,SP230,35
D201755,2025-10-12,Harbor Motor Group,Harbor BMW,Website Chat,chat,used,BMW,X3,2018,34254,2766,1413,2,SP460,43
D179523,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,new,Chevrolet,Silverado,2025,39487,2749,921,0,SP247,40
D179528,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,used,Hyundai,Elantra,2021,28788,1941,499,2,SP498,31
D181199,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Traverse,2025,38355,1754,962,3,SP247,29
D181208,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Trax,2025,32358,2272,734,3,SP498,11
D181214,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,used,Nissan,Kicks,2021,21393,2683,1237,1,SP252,43
D182930,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Silverado,2025,45137,3064,688,0,SP457,41
D183702,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,used,Toyota,Tacoma,2020,25108,2561,809,1,SP457,0
D184017,2025-10-12,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,new,Chevrolet,Trax,2025,37303,2092,893,0,SP247,41
D175248,2025-10-12,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,used,Ford,Bronco,2020,23323,2629,517,2,SP215,20
D176130,2025-10-12,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,new,Ford,Bronco,2025,48003,1463,492,1,SP765,18
D178665,2025-10-12,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,new,Ford,Maverick,2025,35285,2434,691,1,SP280,45
D167326,2025-10-12,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,used,Nissan,Kicks,2020,26588,2827,1332,2,SP271,6
D167812,2025-10-12,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,used,Honda,Pilot,2019,22471,2555,1716,0,SP481,21
D169195,2025-10-12,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,new,Honda,CR-V,2025,37938,2532,509,0,SP691,7
D192799,2025-10-12,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,new,Jeep Ram,Wrangler,2025,41244,2153,1001,2,SP649,34
D184728,2025-10-12,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,new,Kia,Telluride,2025,43089,2341,1042,3,SP760,14
D185069,2025-10-12,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,new,Kia,Sorento,2025,34784,3081,1121,1,SP796,30
D185993,2025-10-12,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,used,Kia,Sportage,2020,21994,2940,857,2,SP607,3
D161509,2025-10-12,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,new,Toyota,Camry,2025,36290,1748,999,3,SP882,24
D162677,2025-10-12,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Corolla,2025,48070,2924,907,1,SP438,41
D164939,2025-10-12,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,Tundra,2025,46362,3693,1025,0,SP361,36
D164941,2025-10-12,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,RAV4,2025,32483,3372,1872,0,SP817,27
D154665,2025-10-12,Summit Auto Group,Summit BMW,Cars .com,internet,new,BMW,X3,2025,78019,4910,2731,3,SP230,28
D156155,2025-10-12,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,X1,2025,70752,3682,1206,3,SP505,22
D156167,2025-10-12,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,3 Series,2021,31186,5465,3181,1,SP230,6
D156179,2025-10-12,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,3 Series,2022,45722,5343,3293,0,SP751,9
D121077,2025-10-12,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,used,Honda,HR-V,2019,19228,2217,1214,2,SP407,11
D122408,2025-10-12,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,new,Chevrolet,Tahoe,2025,30842,2422,1798,1,SP267,6
D122438,2025-10-12,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,used,Chevrolet,Equinox,2020,30592,2571,1164,0,SP723,27
D125016,2025-10-12,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,new,Chevrolet,Traverse,2025,46413,2566,1143,1,SP682,35
D113992,2025-10-12,Summit Auto Group,Summit Ford Rivera,ATC,internet,new,Ford,Mustang,2025,41367,1931,1378,3,SP380,24
D115039,2025-10-12,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,new,Ford,Maverick,2025,43000,2495,765,0,SP175,39
D116112,2025-10-12,Summit Auto Group,Summit Ford Rivera,Website,internet,new,Ford,Mustang,2025,43065,3805,1767,1,SP134,42
D116116,2025-10-12,Summit Auto Group,Summit Ford Rivera,Website,internet,new,Ford,Mustang,2025,41284,3172,1963,3,SP421,42
D116120,2025-10-12,Summit Auto Group,Summit Ford Rivera,Website,internet,new,Ford,Explorer,2025,36689,3703,1155,3,SP841,3
D116136,2025-10-12,Summit Auto Group,Summit Ford Rivera,Website,internet,used,Ford,Bronco,2018,24098,3521,1750,0,SP421,34
D108755,2025-10-12,Summit Auto Group,Summit Honda Westland,CarGurus,internet,used,Honda,Accord,2019,19693,2311,873,0,SP997,24
D109803,2025-10-12,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Honda,Civic,2021,23023,2247,1040,2,SP663,33
D109804,2025-10-12,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Honda,Civic,2018,22235,2320,1046,1,SP458,7
D132995,2025-10-12,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,new,Hyundai,Sonata,2025,42458,2508,1608,1,SP948,36
D133009,2025-10-12,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,used,Jeep Ram,Ram 2500,2022,30312,2020,891,0,SP673,6
D133019,2025-10-12,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,used,Toyota,RAV4,2022,26508,2130,1548,3,SP258,32
D146517,2025-10-12,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,new,Jeep Ram,Wrangler,2025,35618,2325,825,1,SP397,1
D149419,2025-10-12,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,used,BMW,X3,2019,21544,3055,1622,2,SP923,41
D150126,2025-10-12,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,new,Jeep Ram,Gladiator,2025,34155,1791,770,0,SP438,23
D150471,2025-10-12,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,new,Jeep Ram,Wrangler,2025,44442,2260,1207,0,SP216,13
D135756,2025-10-12,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,new,Kia,Forte,2025,45565,2109,909,1,SP586,3
D137717,2025-10-12,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,new,Kia,K5,2025,32830,2589,1619,3,SP459,3
D139357,2025-10-12,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,new,Mazda,CX-90,2025,33440,2445,1279,0,SP216,25
D126577,2025-10-12,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,used,Nissan,Rogue,2024,30506,1628,1357,0,SP788,3
D127701,2025-10-12,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,used,Ford,Mustang,2020,18873,2961,1212,1,SP982,29
D130312,2025-10-12,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,new,Nissan,Frontier,2025,47068,2383,705,2,SP578,17
D130489,2025-10-12,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,new,Nissan,Altima,2025,30981,2890,1465,1,SP912,45
D142667,2025-10-12,Summit Auto Group,Summit Subaru Northgate,CARS,internet,new,Subaru,Forester,2025,35703,2406,1414,1,SP717,34
D144034,2025-10-12,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,new,Subaru,WRX,2025,37851,1722,531,1,SP548,28
D145142,2025-10-12,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,new,Subaru,Impreza,2025,31669,3015,1806,1,SP717,45
D145154,2025-10-12,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,used,BMW,X5,2022,19733,2813,1544,3,SP992,20
D100535,2025-10-12,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,used,Toyota,Highlander,2020,23993,1865,546,1,SP640,8
D106222,2025-10-12,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,new,Toyota,Tundra,2025,42491,2240,1279,0,SP628,27
D151019,2025-10-12,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,used,Volkswagen,Jetta,2023,29772,2512,1499,2,SP593,28
D152337,2025-10-12,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,new,Volkswagen,Jetta,2025,36382,893,557,1,SP715,45
D152866,2025-10-12,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,used,Chevrolet,Tahoe,2021,21804,3620,1081,3,SP679,43
D196866,2025-10-13,Harbor Motor Group,Harbor BMW,auto trader,internet,new,BMW,X3,2025,50758,2774,1042,0,SP629,45
D198722,2025-10-13,Harbor Motor Group,Harbor BMW,Dealer Website,internet,used,Honda,Accord,2023,45751,4528,2488,1,SP670,17
D200588,2025-10-13,Harbor Motor Group,Harbor BMW,Walk In,showroom,new,BMW,X3,2025,77104,4803,1361,1,SP839,14
D202136,2025-10-13,Harbor Motor Group,Harbor BMW,True Car,internet,new,BMW,X3,2025,47783,2846,644,1,SP629,40
D181205,2025-10-13,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Traverse,2025,44476,1995,1017,2,SP983,21
D181228,2025-10-13,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,used,Chevrolet,Trax,2022,19139,2663,522,2,SP913,39
D183694,2025-10-13,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,new,Chevrolet,Equinox,2025,38093,2729,678,2,SP374,22
D173158,2025-10-13,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,used,Kia,Telluride,2019,20674,2461,1332,1,SP244,8
D173749,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,used,Ford,Bronco,2023,30394,2800,1731,3,SP280,37
D173750,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,used,Chevrolet,Traverse,2022,20770,3417,1223,1,SP741,20
D173752,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,used,BMW,X1,2020,28408,2412,933,0,SP531,25
D174214,2025-10-13,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,new,Ford,F-150,2025,39232,1857,838,2,SP700,9
D174215,2025-10-13,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,new,Ford,Maverick,2025,37337,2402,809,2,SP244,18
D175234,2025-10-13,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,Maverick,2025,39998,2198,911,1,SP700,29
D175242,2025-10-13,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,Mustang,2025,37301,3098,1175,0,SP490,17
D177334,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Explorer,2025,32722,2661,1564,1,SP946,45
D178258,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,used,Kia,K5,2019,19841,1977,655,3,SP934,34
D178259,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,used,Ford,Explorer,2023,26002,2645,1085,1,SP905,40
D178260,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,used,BMW,i4,2022,21961,2829,1051,2,SP215,13
D178890,2025-10-13,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,new,Ford,Escape,2025,33478,2000,587,0,SP975,37
D167804,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,new,Honda,Civic,2025,41928,2488,1229,1,SP756,28
D169997,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,new,Honda,Odyssey,2025,28533,1578,733,0,SP271,32
D171085,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,used,Honda,Odyssey,2019,22863,2788,916,3,SP312,21
D171923,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,Odyssey,2025,34733,2165,997,0,SP691,6
D172696,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,new,Honda,Accord,2025,41149,2905,1340,1,SP587,8
D172701,2025-10-13,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,used,BMW,X5,2024,19029,1809,1488,2,SP727,9
D185329,2025-10-13,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,used,Kia,Seltos,2019,25165,1579,468,1,SP796,28
D185985,2025-10-13,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,new,Kia,Sorento,2025,36782,3827,1896,2,SP566,1
D187270,2025-10-13,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,new,Kia,Seltos,2025,33690,3619,2080,2,SP841,4
D189699,2025-10-13,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,used,Subaru,Impreza,2018,22412,2998,705,3,SP803,10
D160407,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,new,Toyota,Highlander,2025,43509,2010,996,3,SP122,7
D160410,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,new,Toyota,Corolla,2025,31492,2982,1592,0,SP192,40
D160413,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,used,Jeep Ram,Ram 1500,2021,25433,2626,918,1,SP858,5
D161003,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,Highlander,2025,40556,1909,1066,2,SP648,31
D162690,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Hyundai,Sonata,2020,23367,2394,2088,0,SP858,12
D162695,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Toyota,Camry,2019,24193,2427,871,3,SP438,3
D163645,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Corolla,2025,41704,1475,854,3,SP438,26
D163655,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,used,Toyota,Tundra,2018,20645,1147,341,0,SP817,45
D165899,2025-10-13,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Corolla,2025,40032,3171,1005,3,SP397,43
D156162,2025-10-13,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,X5,2021,44318,4429,1008,3,SP476,28
D156176,2025-10-13,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,X5,2018,45721,5558,1883,1,SP961,38
D159032,2025-10-13,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,X1,2025,58705,3076,813,0,SP961,18
D159045,2025-10-13,Summit Auto Group,Summit BMW,Inbound Phone,phone,used,Chevrolet,Silverado,2021,49714,5271,793,1,SP505,19
D121443,2025-10-13,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,used,Chevrolet,Equinox,2020,25584,1515,603,1,SP477,15
D121445,2025-10-13,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,used,Subaru,Crosstrek,2022,29532,1653,455,2,SP243,6
D125018,2025-10-13,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,used,Chevrolet,Trax,2024,24148,2664,1489,0,SP489,9
D114561,2025-10-13,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,used,Ford,Bronco,2021,30356,2831,936,2,SP590,22
D115042,2025-10-13,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,new,Ford,Mustang,2025,34302,1986,1018,0,SP299,2
D117050,2025-10-13,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,Mustang,2025,30862,1529,887,2,SP380,34
D119319,2025-10-13,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,new,Ford,Bronco,2025,35248,2037,722,1,SP590,29
D119333,2025-10-13,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,used,Ford,Explorer,2024,30899,1903,576,2,SP130,3
D107751,2025-10-13,Summit Auto Group,Summit Honda Westland,auto trader,internet,used,Honda,Pilot,2020,27937,2399,495,0,SP458,32
D112649,2025-10-13,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,used,Toyota,Highlander,2018,29449,2909,1461,0,SP219,5
D113268,2025-10-13,Summit Auto Group,Summit Honda Westland,Facebook,internet,used,Subaru,Impreza,2018,22327,1725,793,0,SP458,45
D132974,2025-10-13,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,new,Hyundai,Kona,2025,36662,2278,776,2,SP504,44
D133004,2025-10-13,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,new,Hyundai,Tucson,2025,32380,3232,707,2,SP468,41
D134303,2025-10-13,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,new,Hyundai,Sonata,2025,38274,2117,652,0,SP714,13
D146031,2025-10-13,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,used,Jeep Ram,Ram 2500,2019,23523,2557,1054,3,SP882,4
D147718,2025-10-13,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Ram 1500,2025,47615,2724,1227,1,SP462,4
D149410,2025-10-13,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,new,Jeep Ram,Ram 2500,2025,37218,2668,794,1,SP462,24
D149415,2025-10-13,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,used,Jeep Ram,Wrangler,2023,27405,1794,1392,2,SP923,3
D150133,2025-10-13,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,used,Jeep Ram,Ram 1500,2019,18470,2800,1471,1,SP216,16
D138531,2025-10-13,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,used,Kia,K5,2024,25838,2233,1064,1,SP500,34
D139081,2025-10-13,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,new,Mazda,Mazda3,2025,32521,2598,893,1,SP228,39
D141624,2025-10-13,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,new,Mazda,MX-5,2025,43608,2624,701,0,SP503,37
D126574,2025-10-13,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,used,Nissan,Rogue,2021,21530,2324,686,1,SP497,42
D127688,2025-10-13,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,new,Nissan,Pathfinder,2025,34409,2570,1600,0,SP788,45
D129220,2025-10-13,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,new,Nissan,Rogue,2025,33500,2971,796,3,SP287,12
D129857,2025-10-13,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,new,Nissan,Kicks,2025,39921,2548,1762,1,SP788,29
D101175,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,new,Toyota,Corolla,2025,44204,1839,1302,1,SP353,25
D102970,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,used,Kia,Sorento,2018,29419,1937,1051,3,SP143,9
D105204,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,new,Toyota,Corolla,2025,39846,2513,1084,0,SP394,8
D105234,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,used,Chevrolet,Trax,2021,19869,3678,568,3,SP628,24
D106225,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,new,Toyota,Corolla,2025,49338,3504,1791,1,SP640,15
D106242,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,used,Toyota,RAV4,2023,29837,3531,1702,2,SP563,24
D106994,2025-10-13,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,used,Ford,Bronco,2018,28748,1336,976,0,SP475,26
D151020,2025-10-13,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,used,Toyota,RAV4,2022,21975,2747,1171,3,SP404,32
D151963,2025-10-13,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,used,Honda,Pilot,2021,23319,2844,768,0,SP149,6
D152861,2025-10-13,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,Tiguan,2025,47766,2701,621,3,SP638,28
D153300,2025-10-13,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,new,Volkswagen,Taos,2025,39999,2188,1025,2,SP235,2
D196867,2025-10-14,Harbor Motor Group,Harbor BMW,auto trader,internet,new,BMW,5 Series,2025,71534,3043,1574,0,SP839,33
D199487,2025-10-14,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,new,BMW,i4,2025,62642,1596,1417,0,SP961,38
D181203,2025-10-14,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Traverse,2025,46370,2773,1548,0,SP773,9
D182931,2025-10-14,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Malibu,2025,41137,2001,776,2,SP983,45
D183690,2025-10-14,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,new,Chevrolet,Silverado,2025,33492,2703,1506,0,SP983,5
D175226,2025-10-14,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,Escape,2025,32668,3071,728,0,SP280,15
D175241,2025-10-14,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,Bronco,2025,40098,1978,1662,2,SP765,5
D175247,2025-10-14,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,used,Hyundai,Elantra,2018,22579,3133,1200,0,SP946,22
D176131,2025-10-14,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,new,Ford,Bronco,2025,39726,1147,226,2,SP741,16
D176134,2025-10-14,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,used,Ford,Bronco,2024,26193,947,305,3,SP905,13
D178249,2025-10-14,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,new,Ford,Bronco,2025,31497,2167,874,0,SP215,14
D178666,2025-10-14,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,new,Ford,Bronco,2025,41517,2208,1221,1,SP321,45
D167810,2025-10-14,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,used,Honda,Civic,2024,29212,2682,838,1,SP587,12
D171062,2025-10-14,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,new,Honda,Pilot,2025,35468,2578,681,0,SP312,8
D171077,2025-10-14,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,new,Honda,Accord,2025,45650,3358,702,1,SP522,6
D194294,2025-10-14,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,new,Jeep Ram,Gladiator,2025,44102,932,571,1,SP649,42
D184722,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,new,Kia,Forte,2025,42072,1961,1322,0,SP853,34
D184732,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,new,Kia,K5,2025,30476,2029,1284,1,SP356,37
D185984,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,new,Kia,Forte,2025,44883,2252,1137,1,SP672,14
D187275,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,new,Kia,Forte,2025,41481,2745,1180,2,SP426,39
D187276,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,new,Kia,Forte,2025,45391,3935,858,2,SP672,6
D187799,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,Sportage,2025,46010,3312,1196,0,SP106,15
D188342,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,new,Kia,K5,2025,44684,1940,1283,0,SP426,27
D188344,2025-10-14,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,used,Kia,Sportage,2024,29981,2323,991,1,SP607,14
D188596,2025-10-14,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,used,Subaru,Crosstrek,2020,27746,3328,1256,0,SP511,1
D188897,2025-10-14,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,new,Subaru,Outback,2025,39280,2260,1553,1,SP137,29
D189683,2025-10-14,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,Impreza,2025,33187,3348,901,1,SP552,36
D189687,2025-10-14,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,Outback,2025,30211,2680,2057,2,SP967,40
D189706,2025-10-14,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,used,Kia,Sportage,2018,20090,2384,718,1,SP342,33
D161002,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,Tundra,2025,42701,2814,1537,0,SP397,6
D161006,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,Tacoma,2025,45373,1969,851,2,SP817,4
D162673,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Tacoma,2025,38842,2441,1084,1,SP122,45
D162692,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Toyota,Camry,2024,24306,3474,1216,1,SP332,26
D163641,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Tacoma,2025,28929,1817,462,1,SP163,14
D163643,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Tacoma,2025,29340,1029,847,2,SP163,33
D165911,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,used,Jeep Ram,Wrangler,2018,20794,2022,990,1,SP438,34
D166853,2025-10-14,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,new,Toyota,Camry,2025,34624,2516,1291,3,SP817,16
D158159,2025-10-14,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,X1,2025,70462,5654,893,1,SP271,38
D159024,2025-10-14,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,3 Series,2025,58531,3411,861,0,SP546,41
D159046,2025-10-14,Summit Auto Group,Summit BMW,Inbound Phone,phone,used,Chevrolet,Equinox,2018,44588,2950,1277,3,SP920,6
