period,group,store,channel,sessions,users,vdp_views,conversions
2026-01,Harbor Motor Group,Harbor BMW,Referral,1042,774,502,16
2026-01,Harbor Motor Group,Harbor BMW,Email,868,742,520,10
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5273,4273,2543,143
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3257,2611,1934,60
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2481,2030,1525,49
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1551,1249,881,21
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1240,1000,590,14
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Referral,930,768,533,15
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Email,775,643,442,15
2026-01,Harbor Motor Group,Harbor Ford Portside,Organic Search,7210,5482,4067,75
2026-01,Harbor Motor Group,Harbor Ford Portside,Paid Search,4453,3289,2220,66
2026-01,Harbor Motor Group,Harbor Ford Portside,Direct,3392,2706,1795,88
2026-01,Harbor Motor Group,Harbor Ford Portside,Organic Social,2120,1821,1117,56
2026-01,Harbor Motor Group,Harbor Ford Portside,Paid Social,1696,1312,802,18
2026-01,Harbor Motor Group,Harbor Ford Portside,Referral,1272,945,596,24
2026-01,Harbor Motor Group,Harbor Ford Portside,Email,1060,852,646,25
2026-01,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6113,5110,3745,97
2026-01,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3776,3095,2185,41
2026-01,Harbor Motor Group,Harbor Honda Seaside,Direct,2876,2399,1640,73
2026-01,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1798,1504,852,35
2026-01,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1438,1071,820,33
2026-01,Harbor Motor Group,Harbor Honda Seaside,Referral,1078,918,627,13
2026-01,Harbor Motor Group,Harbor Honda Seaside,Email,899,703,444,11
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4309,3430,2204,109
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2661,2188,1424,48
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2028,1486,1194,25
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1267,1017,630,25
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1014,846,513,12
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,760,593,431,16
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,633,534,374,11
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,3663,3004,1736,78
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2262,1651,1098,33
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1723,1337,909,31
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1077,919,487,14
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,861,690,507,13
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Referral,646,475,315,17
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Email,538,400,249,14
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3567,3040,1898,90
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2203,1810,1292,48
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1678,1442,872,32
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,1049,800,544,12
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,839,634,477,22
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Referral,629,469,351,11
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Email,524,435,308,12
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6075,4806,3762,117
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,3752,3000,2146,68
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Direct,2858,2103,1327,41
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1786,1504,1047,40
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1429,1051,647,35
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Referral,1072,901,606,15
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Email,893,724,423,22
2026-01,Summit Auto Group,Summit BMW,Organic Search,6829,5843,3663,144
2026-01,Summit Auto Group,Summit BMW,Paid Search,4218,3223,2375,108
2026-01,Summit Auto Group,Summit BMW,Direct,3213,2686,1837,81
2026-01,Summit Auto Group,Summit BMW,Organic Social,2008,1571,935,49
2026-01,Summit Auto Group,Summit BMW,Paid Social,1606,1164,769,27
2026-01,Summit Auto Group,Summit BMW,Referral,1205,929,630,23
2026-01,Summit Auto Group,Summit BMW,Email,1004,794,508,13
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5369,4364,3156,115
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3316,2828,1884,49
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2526,1983,1363,49
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1579,1158,955,42
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1263,991,607,17
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Referral,947,747,518,14
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Email,789,657,483,20
2026-01,Summit Auto Group,Summit Ford Rivera,Organic Search,7590,5809,4022,177
2026-01,Summit Auto Group,Summit Ford Rivera,Paid Search,4688,3735,2249,112
2026-01,Summit Auto Group,Summit Ford Rivera,Direct,3572,3071,1962,74
2026-01,Summit Auto Group,Summit Ford Rivera,Organic Social,2232,1857,1022,53
2026-01,Summit Auto Group,Summit Ford Rivera,Paid Social,1786,1410,1059,48
2026-01,Summit Auto Group,Summit Ford Rivera,Referral,1339,1097,656,36
2026-01,Summit Auto Group,Summit Ford Rivera,Email,1116,939,589,23
2026-01,Summit Auto Group,Summit Honda Westland,Organic Search,6093,4711,3739,85
2026-01,Summit Auto Group,Summit Honda Westland,Paid Search,3763,2885,2274,71
2026-01,Summit Auto Group,Summit Honda Westland,Direct,2867,2190,1363,77
2026-01,Summit Auto Group,Summit Honda Westland,Organic Social,1792,1469,1016,23
2026-01,Summit Auto Group,Summit Honda Westland,Paid Social,1433,1046,785,32
2026-01,Summit Auto Group,Summit Honda Westland,Referral,1075,778,511,17
2026-01,Summit Auto Group,Summit Honda Westland,Email,896,682,443,20
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4284,3636,2447,107
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2646,1976,1314,32
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2016,1702,1125,28
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1260,1023,715,14
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1008,729,487,25
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Referral,756,550,405,20
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Email,630,532,336,11
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,4705,3974,2398,109
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,2906,2257,1356,57
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2214,1840,1356,36
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1383,1042,832,26
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1107,920,584,14
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,830,612,387,10
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Email,691,521,406,9
2026-01,Summit Auto Group,Summit Kia Brookfield,Organic Search,4460,3268,2613,73
2026-01,Summit Auto Group,Summit Kia Brookfield,Paid Search,2754,2159,1671,38
2026-01,Summit Auto Group,Summit Kia Brookfield,Direct,2098,1555,958,38
2026-01,Summit Auto Group,Summit Kia Brookfield,Organic Social,1311,1029,598,19
2026-01,Summit Auto Group,Summit Kia Brookfield,Paid Social,1049,800,646,25
2026-01,Summit Auto Group,Summit Kia Brookfield,Referral,787,675,456,10
2026-01,Summit Auto Group,Summit Kia Brookfield,Email,655,473,321,15
2026-01,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3225,2755,1884,55
2026-01,Summit Auto Group,Summit Mazda Lakeside,Paid Search,1992,1517,923,50
2026-01,Summit Auto Group,Summit Mazda Lakeside,Direct,1517,1187,927,15
2026-01,Summit Auto Group,Summit Mazda Lakeside,Organic Social,948,732,530,25
2026-01,Summit Auto Group,Summit Mazda Lakeside,Paid Social,758,604,401,11
2026-01,Summit Auto Group,Summit Mazda Lakeside,Referral,569,459,308,15
2026-01,Summit Auto Group,Summit Mazda Lakeside,Email,474,360,292,6
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4412,3241,2125,90
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2725,1964,1583,56
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Direct,2076,1502,955,39
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1297,944,623,35
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1038,851,610,19
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Referral,778,605,426,21
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Email,648,474,337,16
2026-01,Summit Auto Group,Summit Subaru Northgate,Organic Search,3941,3241,1947,95
2026-01,Summit Auto Group,Summit Subaru Northgate,Paid Search,2434,1829,1329,60
2026-01,Summit Auto Group,Summit Subaru Northgate,Direct,1854,1559,899,38
2026-01,Summit Auto Group,Summit Subaru Northgate,Organic Social,1159,845,547,13
2026-01,Summit Auto Group,Summit Subaru Northgate,Paid Social,927,669,453,20
2026-01,Summit Auto Group,Summit Subaru Northgate,Referral,695,507,387,11
2026-01,Summit Auto Group,Summit Subaru Northgate,Email,579,456,325,12
2026-01,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7980,6624,3751,97
2026-01,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4928,3725,2357,83
2026-01,Summit Auto Group,Summit Toyota of Fairview,Direct,3755,2994,1715,55
2026-01,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2347,1837,1084,23
2026-01,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1877,1561,1051,48
2026-01,Summit Auto Group,Summit Toyota of Fairview,Referral,1408,1073,834,25
2026-01,Summit Auto Group,Summit Toyota of Fairview,Email,1173,899,623,16
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3251,2635,1957,71
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2008,1520,1184,51
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1530,1148,865,15
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,956,771,513,20
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,765,637,402,15
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Referral,573,453,276,11
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Email,478,362,256,10
2026-02,Harbor Motor Group,Harbor BMW,Organic Search,5373,4563,2799,117
2026-02,Harbor Motor Group,Harbor BMW,Paid Search,3319,2573,1553,37
2026-02,Harbor Motor Group,Harbor BMW,Direct,2528,1889,1166,42
2026-02,Harbor Motor Group,Harbor BMW,Organic Social,1580,1273,810,29
2026-02,Harbor Motor Group,Harbor BMW,Paid Social,1264,943,601,19
2026-02,Harbor Motor Group,Harbor BMW,Referral,948,719,432,19
2026-02,Harbor Motor Group,Harbor BMW,Email,790,655,472,21
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,4638,3818,2672,81
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,2864,2104,1376,39
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2182,1726,1304,50
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1364,1171,717,29
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1091,916,586,11
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Referral,818,620,393,20
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Email,682,532,419,18
2026-02,Harbor Motor Group,Harbor Ford Portside,Organic Search,6800,5070,3160,155
2026-02,Harbor Motor Group,Harbor Ford Portside,Paid Search,4200,3426,2357,69
2026-02,Harbor Motor Group,Harbor Ford Portside,Direct,3200,2648,1552,39
2026-02,Harbor Motor Group,Harbor Ford Portside,Organic Social,2000,1681,1018,53
2026-02,Harbor Motor Group,Harbor Ford Portside,Paid Social,1600,1314,836,18
2026-02,Harbor Motor Group,Harbor Ford Portside,Referral,1200,866,657,21
2026-02,Harbor Motor Group,Harbor Ford Portside,Email,1000,851,532,20
2026-02,Harbor Motor Group,Harbor Honda Seaside,Organic Search,5483,4179,2522,74
2026-02,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3387,2670,2010,68
2026-02,Harbor Motor Group,Harbor Honda Seaside,Direct,2580,1858,1386,58
2026-02,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1612,1201,930,37
2026-02,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1290,1037,713,18
2026-02,Harbor Motor Group,Harbor Honda Seaside,Referral,967,828,557,13
2026-02,Harbor Motor Group,Harbor Honda Seaside,Email,806,660,380,17
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4825,4044,2199,122
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2980,2368,1749,55
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2270,1821,1207,42
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1419,1101,681,17
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1135,894,598,18
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,851,621,506,15
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,709,596,363,13
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,4318,3680,2650,55
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2667,2004,1459,74
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Direct,2032,1605,1051,28
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1270,997,621,18
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,1016,859,523,15
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Referral,762,632,378,10
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Email,635,528,378,16
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3329,2509,1597,66
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2056,1606,1263,31
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1566,1189,743,26
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,979,793,560,15
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,783,576,409,15
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Referral,587,490,299,10
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Email,489,391,295,8
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,7988,6789,4269,104
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,4934,3899,2819,76
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Direct,3759,2875,2243,72
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,2349,1798,1136,42
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1879,1550,963,41
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Referral,1409,1068,653,37
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Email,1174,861,690,22
2026-02,Summit Auto Group,Summit BMW,Organic Search,7068,5460,3339,75
2026-02,Summit Auto Group,Summit BMW,Paid Search,4365,3156,2031,47
2026-02,Summit Auto Group,Summit BMW,Direct,3326,2574,1690,37
2026-02,Summit Auto Group,Summit BMW,Organic Social,2078,1698,1222,54
2026-02,Summit Auto Group,Summit BMW,Paid Social,1663,1249,965,27
2026-02,Summit Auto Group,Summit BMW,Referral,1247,966,645,26
2026-02,Summit Auto Group,Summit BMW,Email,1039,879,544,19
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5173,3745,3136,133
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3195,2534,1827,38
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2434,2013,1277,53
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1521,1254,828,38
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1217,977,636,12
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Referral,912,767,432,21
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Email,760,601,420,15
2026-02,Summit Auto Group,Summit Ford Rivera,Organic Search,5856,5018,3342,153
2026-02,Summit Auto Group,Summit Ford Rivera,Paid Search,3617,2850,2144,82
2026-02,Summit Auto Group,Summit Ford Rivera,Direct,2755,2359,1388,36
2026-02,Summit Auto Group,Summit Ford Rivera,Organic Social,1722,1409,822,46
2026-02,Summit Auto Group,Summit Ford Rivera,Paid Social,1377,1032,695,28
2026-02,Summit Auto Group,Summit Ford Rivera,Referral,1033,873,477,23
2026-02,Summit Auto Group,Summit Ford Rivera,Email,861,690,485,10
2026-02,Summit Auto Group,Summit Honda Westland,Organic Search,6713,4974,3323,172
2026-02,Summit Auto Group,Summit Honda Westland,Paid Search,4146,3384,2542,46
2026-02,Summit Auto Group,Summit Honda Westland,Direct,3159,2436,1816,48
2026-02,Summit Auto Group,Summit Honda Westland,Organic Social,1974,1694,1218,48
2026-02,Summit Auto Group,Summit Honda Westland,Paid Social,1579,1346,911,36
2026-02,Summit Auto Group,Summit Honda Westland,Referral,1184,883,597,27
2026-02,Summit Auto Group,Summit Honda Westland,Email,987,848,604,21
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4226,3095,2096,116
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2610,2098,1195,34
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Direct,1989,1695,899,51
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1243,1055,588,16
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,994,743,526,25
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Referral,745,589,353,13
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Email,621,525,345,9
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,4614,3582,2691,102
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,2850,2203,1609,53
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2171,1655,1321,30
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1357,1108,654,30
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1085,923,507,11
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,814,692,499,12
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Email,678,503,347,14
2026-02,Summit Auto Group,Summit Kia Brookfield,Organic Search,4412,3787,2127,107
2026-02,Summit Auto Group,Summit Kia Brookfield,Paid Search,2725,2186,1474,50
2026-02,Summit Auto Group,Summit Kia Brookfield,Direct,2076,1748,1270,36
2026-02,Summit Auto Group,Summit Kia Brookfield,Organic Social,1297,1006,597,27
2026-02,Summit Auto Group,Summit Kia Brookfield,Paid Social,1038,829,579,24
2026-02,Summit Auto Group,Summit Kia Brookfield,Referral,778,619,423,8
2026-02,Summit Auto Group,Summit Kia Brookfield,Email,648,476,300,7
2026-02,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3407,2686,1781,35
2026-02,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2104,1733,1213,34
2026-02,Summit Auto Group,Summit Mazda Lakeside,Direct,1603,1193,907,40
2026-02,Summit Auto Group,Summit Mazda Lakeside,Organic Social,1002,810,507,12
2026-02,Summit Auto Group,Summit Mazda Lakeside,Paid Social,801,617,454,15
2026-02,Summit Auto Group,Summit Mazda Lakeside,Referral,601,501,366,7
2026-02,Summit Auto Group,Summit Mazda Lakeside,Email,501,396,304,9
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4676,3711,2676,76
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2888,2187,1641,71
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Direct,2200,1847,1361,23
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1375,1138,636,25
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1100,817,670,16
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Referral,825,659,422,21
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Email,687,523,389,8
2026-02,Summit Auto Group,Summit Subaru Northgate,Organic Search,3946,3106,1931,63
2026-02,Summit Auto Group,Summit Subaru Northgate,Paid Search,2437,2025,1207,55
2026-02,Summit Auto Group,Summit Subaru Northgate,Direct,1856,1377,880,34
2026-02,Summit Auto Group,Summit Subaru Northgate,Organic Social,1160,973,698,21
2026-02,Summit Auto Group,Summit Subaru Northgate,Paid Social,928,757,426,25
2026-02,Summit Auto Group,Summit Subaru Northgate,Referral,696,591,318,15
2026-02,Summit Auto Group,Summit Subaru Northgate,Email,580,437,352,6
2026-02,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7117,5993,3823,172
2026-02,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4395,3621,2324,94
2026-02,Summit Auto Group,Summit Toyota of Fairview,Direct,3349,2638,1876,40
2026-02,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2093,1664,1046,57
2026-02,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1674,1334,771,41
2026-02,Summit Auto Group,Summit Toyota of Fairview,Referral,1255,990,632,29
2026-02,Summit Auto Group,Summit Toyota of Fairview,Email,1046,898,558,10
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3438,2568,1691,37
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2123,1540,960,36
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1618,1219,836,42
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,1011,795,560,25
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,809,691,388,22
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Referral,606,476,344,13
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Email,505,413,237,7
2026-03,Harbor Motor Group,Harbor BMW,Organic Search,5449,4346,2633,68
2026-03,Harbor Motor Group,Harbor BMW,Paid Search,3366,2790,1643,46
2026-03,Harbor Motor Group,Harbor BMW,Direct,2564,1948,1340,36
2026-03,Harbor Motor Group,Harbor BMW,Organic Social,1602,1308,813,44
2026-03,Harbor Motor Group,Harbor BMW,Paid Social,1282,980,578,22
2026-03,Harbor Motor Group,Harbor BMW,Referral,961,773,527,24
2026-03,Harbor Motor Group,Harbor BMW,Email,801,663,406,18
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5691,4817,2957,100
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3515,2863,1822,95
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2678,2168,1245,43
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1673,1342,824,27
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1339,1028,633,27
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Referral,1004,789,528,27
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Email,836,713,393,16
2026-03,Harbor Motor Group,Harbor Ford Portside,Organic Search,7551,5988,3776,180
2026-03,Harbor Motor Group,Harbor Ford Portside,Paid Search,4663,3788,2153,101
2026-03,Harbor Motor Group,Harbor Ford Portside,Direct,3553,2690,1647,72
2026-03,Harbor Motor Group,Harbor Ford Portside,Organic Social,2220,1716,1333,49
2026-03,Harbor Motor Group,Harbor Ford Portside,Paid Social,1776,1410,912,41
2026-03,Harbor Motor Group,Harbor Ford Portside,Referral,1332,964,710,17
2026-03,Harbor Motor Group,Harbor Ford Portside,Email,1110,855,616,15
2026-03,Harbor Motor Group,Harbor Honda Seaside,Organic Search,5702,4515,2957,103
2026-03,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3522,2641,1903,42
2026-03,Harbor Motor Group,Harbor Honda Seaside,Direct,2683,2306,1459,37
2026-03,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1677,1411,867,26
2026-03,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1341,966,770,18
2026-03,Harbor Motor Group,Harbor Honda Seaside,Referral,1006,745,545,19
2026-03,Harbor Motor Group,Harbor Honda Seaside,Email,838,634,487,19
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4387,3348,2301,51
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2709,2315,1374,64
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2064,1580,1255,42
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1290,1077,792,18
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1032,791,586,17
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,774,563,455,14
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,645,513,397,14
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,3836,3090,1731,68
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2369,1819,1143,58
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1805,1498,838,44
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1128,913,531,27
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,902,768,418,16
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Referral,676,571,401,14
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Email,564,448,295,14
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3709,2814,1905,50
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2291,1777,1236,38
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1745,1328,1000,35
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,1091,810,649,20
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,872,640,519,15
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Referral,654,472,304,17
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Email,545,449,300,8
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,7909,6167,3871,162
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,4885,3997,2908,114
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Direct,3722,2915,2307,49
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,2326,1760,1368,49
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1861,1564,945,50
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Referral,1395,1101,717,29
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Email,1163,938,584,26
2026-03,Summit Auto Group,Summit BMW,Organic Search,6046,4806,2924,90
