period,group,store,channel,spend
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,559
2026-03,Summit Auto Group,Summit Ford Rivera,Paid Search,1395
2026-03,Summit Auto Group,Summit Ford Rivera,Paid Social,681
2026-03,Summit Auto Group,Summit Honda Westland,Paid Search,1894
2026-03,Summit Auto Group,Summit Honda Westland,Paid Social,546
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1061
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,399
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1267
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,566
2026-03,Summit Auto Group,Summit Kia Brookfield,Paid Search,889
2026-03,Summit Auto Group,Summit Kia Brookfield,Paid Social,471
2026-03,Summit Auto Group,Summit Mazda Lakeside,Paid Search,913
2026-03,Summit Auto Group,Summit Mazda Lakeside,Paid Social,291
2026-03,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1146
2026-03,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,437
2026-03,Summit Auto Group,Summit Subaru Northgate,Paid Search,959
2026-03,Summit Auto Group,Summit Subaru Northgate,Paid Social,325
2026-03,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1630
2026-03,Summit Auto Group,Summit Toyota of Fairview,Paid Social,672
2026-03,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,696
2026-03,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,336
2026-04,Harbor Motor Group,Harbor BMW,Paid Search,1546
2026-04,Harbor Motor Group,Harbor BMW,Paid Social,471
2026-04,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1351
2026-04,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,468
2026-04,Harbor Motor Group,Harbor Ford Portside,Paid Search,1630
2026-04,Harbor Motor Group,Harbor Ford Portside,Paid Social,755
2026-04,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1582
2026-04,Harbor Motor Group,Harbor Honda Seaside,Paid Social,535
2026-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1427
2026-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,395
2026-04,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,893
2026-04,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,370
2026-04,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,885
2026-04,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,307
2026-04,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1913
2026-04,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,562
2026-04,Summit Auto Group,Summit BMW,Paid Search,1778
2026-04,Summit Auto Group,Summit BMW,Paid Social,506
2026-04,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1541
2026-04,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,604
2026-04,Summit Auto Group,Summit Ford Rivera,Paid Search,1655
2026-04,Summit Auto Group,Summit Ford Rivera,Paid Social,713
2026-04,Summit Auto Group,Summit Honda Westland,Paid Search,1819
2026-04,Summit Auto Group,Summit Honda Westland,Paid Social,607
2026-04,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1305
2026-04,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,477
2026-04,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1476
2026-04,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,415
2026-04,Summit Auto Group,Summit Kia Brookfield,Paid Search,1215
2026-04,Summit Auto Group,Summit Kia Brookfield,Paid Social,356
2026-04,Summit Auto Group,Summit Mazda Lakeside,Paid Search,804
2026-04,Summit Auto Group,Summit Mazda Lakeside,Paid Social,372
2026-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,972
2026-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,491
2026-04,Summit Auto Group,Summit Subaru Northgate,Paid Search,982
2026-04,Summit Auto Group,Summit Subaru Northgate,Paid Social,287
2026-04,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2110
2026-04,Summit Auto Group,Summit Toyota of Fairview,Paid Social,863
2026-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,739
2026-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,312
2026-05,Harbor Motor Group,Harbor BMW,Paid Search,1214
2026-05,Harbor Motor Group,Harbor BMW,Paid Social,536
2026-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1104
2026-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,469
2026-05,Harbor Motor Group,Harbor Ford Portside,Paid Search,1829
2026-05,Harbor Motor Group,Harbor Ford Portside,Paid Social,510
2026-05,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1387
2026-05,Harbor Motor Group,Harbor Honda Seaside,Paid Social,463
2026-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1007
2026-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,510
2026-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,848
2026-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,421
2026-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,750
2026-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,280
2026-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1721
2026-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,813
2026-05,Summit Auto Group,Summit BMW,Paid Search,1568
2026-05,Summit Auto Group,Summit BMW,Paid Social,532
2026-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1764
2026-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,474
2026-05,Summit Auto Group,Summit Ford Rivera,Paid Search,1988
2026-05,Summit Auto Group,Summit Ford Rivera,Paid Social,541
2026-05,Summit Auto Group,Summit Honda Westland,Paid Search,1697
2026-05,Summit Auto Group,Summit Honda Westland,Paid Social,566
2026-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,947
2026-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,482
2026-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1194
2026-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,552
2026-05,Summit Auto Group,Summit Kia Brookfield,Paid Search,993
2026-05,Summit Auto Group,Summit Kia Brookfield,Paid Social,464
2026-05,Summit Auto Group,Summit Mazda Lakeside,Paid Search,945
2026-05,Summit Auto Group,Summit Mazda Lakeside,Paid Social,320
2026-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,993
2026-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,474
2026-05,Summit Auto Group,Summit Subaru Northgate,Paid Search,960
2026-05,Summit Auto Group,Summit Subaru Northgate,Paid Social,304
2026-05,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1990
2026-05,Summit Auto Group,Summit Toyota of Fairview,Paid Social,811
2026-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,828
2026-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,305
2026-06,Harbor Motor Group,Harbor BMW,Paid Search,1236
2026-06,Harbor Motor Group,Harbor BMW,Paid Social,510
2026-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1437
2026-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,524
2026-06,Harbor Motor Group,Harbor Ford Portside,Paid Search,1728
2026-06,Harbor Motor Group,Harbor Ford Portside,Paid Social,639
2026-06,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1622
2026-06,Harbor Motor Group,Harbor Honda Seaside,Paid Social,690
2026-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1160
2026-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,556
2026-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,816
2026-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,321
2026-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,767
2026-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,307
2026-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,2140
2026-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,621
2026-06,Summit Auto Group,Summit BMW,Paid Search,1564
2026-06,Summit Auto Group,Summit BMW,Paid Social,633
2026-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1660
2026-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,510
2026-06,Summit Auto Group,Summit Ford Rivera,Paid Search,1405
2026-06,Summit Auto Group,Summit Ford Rivera,Paid Social,652
2026-06,Summit Auto Group,Summit Honda Westland,Paid Search,1889
2026-06,Summit Auto Group,Summit Honda Westland,Paid Social,592
2026-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1203
2026-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,415
2026-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1098
2026-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,564
2026-06,Summit Auto Group,Summit Kia Brookfield,Paid Search,982
2026-06,Summit Auto Group,Summit Kia Brookfield,Paid Social,437
2026-06,Summit Auto Group,Summit Mazda Lakeside,Paid Search,711
2026-06,Summit Auto Group,Summit Mazda Lakeside,Paid Social,369
2026-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1279
2026-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,400
2026-06,Summit Auto Group,Summit Subaru Northgate,Paid Search,745
2026-06,Summit Auto Group,Summit Subaru Northgate,Paid Social,369
2026-06,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2173
2026-06,Summit Auto Group,Summit Toyota of Fairview,Paid Social,799
2026-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,672
2026-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,297
2026-07,Harbor Motor Group,Harbor BMW,Paid Search,1426
2026-07,Harbor Motor Group,Harbor BMW,Paid Social,662
2026-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1073
2026-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,591
2026-07,Harbor Motor Group,Harbor Ford Portside,Paid Search,1352
2026-07,Harbor Motor Group,Harbor Ford Portside,Paid Social,696
2026-07,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1229
2026-07,Harbor Motor Group,Harbor Honda Seaside,Paid Social,660
2026-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1404
2026-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,435
2026-07,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,926
2026-07,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,408
2026-07,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,893
2026-07,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,317
2026-07,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1769
2026-07,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,702
2026-07,Summit Auto Group,Summit BMW,Paid Search,1535
2026-07,Summit Auto Group,Summit BMW,Paid Social,539
2026-07,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1289
2026-07,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,537
2026-07,Summit Auto Group,Summit Ford Rivera,Paid Search,2038
2026-07,Summit Auto Group,Summit Ford Rivera,Paid Social,772
2026-07,Summit Auto Group,Summit Honda Westland,Paid Search,1319
2026-07,Summit Auto Group,Summit Honda Westland,Paid Social,605
2026-07,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,925
2026-07,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,364
2026-07,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1546
2026-07,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,573
2026-07,Summit Auto Group,Summit Kia Brookfield,Paid Search,1166
2026-07,Summit Auto Group,Summit Kia Brookfield,Paid Social,412
2026-07,Summit Auto Group,Summit Mazda Lakeside,Paid Search,847
2026-07,Summit Auto Group,Summit Mazda Lakeside,Paid Social,373
2026-07,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1030
2026-07,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,409
2026-07,Summit Auto Group,Summit Subaru Northgate,Paid Search,753
2026-07,Summit Auto Group,Summit Subaru Northgate,Paid Social,303
2026-07,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2218
2026-07,Summit Auto Group,Summit Toyota of Fairview,Paid Social,758
2026-07,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,687
2026-07,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,325
2026-08,Harbor Motor Group,Harbor BMW,Paid Search,1649
2026-08,Harbor Motor Group,Harbor BMW,Paid Social,535
2026-08,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1500
2026-08,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,488
2026-08,Harbor Motor Group,Harbor Ford Portside,Paid Search,1490
2026-08,Harbor Motor Group,Harbor Ford Portside,Paid Social,572
2026-08,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1325
2026-08,Harbor Motor Group,Harbor Honda Seaside,Paid Social,665
2026-08,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1494
2026-08,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,444
2026-08,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,869
2026-08,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,336
2026-08,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,930
2026-08,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,378
2026-08,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1533
2026-08,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,757
2026-08,Summit Auto Group,Summit BMW,Paid Search,1297
2026-08,Summit Auto Group,Summit BMW,Paid Social,615
2026-08,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1225
2026-08,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,500
2026-08,Summit Auto Group,Summit Ford Rivera,Paid Search,1728
2026-08,Summit Auto Group,Summit Ford Rivera,Paid Social,578
2026-08,Summit Auto Group,Summit Honda Westland,Paid Search,1578
2026-08,Summit Auto Group,Summit Honda Westland,Paid Social,518
2026-08,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1192
2026-08,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,476
2026-08,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1089
2026-08,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,524
2026-08,Summit Auto Group,Summit Kia Brookfield,Paid Search,981
2026-08,Summit Auto Group,Summit Kia Brookfield,Paid Social,392
2026-08,Summit Auto Group,Summit Mazda Lakeside,Paid Search,702
2026-08,Summit Auto Group,Summit Mazda Lakeside,Paid Social,273
2026-08,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1126
2026-08,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,407
2026-08,Summit Auto Group,Summit Subaru Northgate,Paid Search,938
2026-08,Summit Auto Group,Summit Subaru Northgate,Paid Social,289
2026-08,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2168
2026-08,Summit Auto Group,Summit Toyota of Fairview,Paid Social,615
2026-08,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,632
2026-08,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,338
2026-09,Harbor Motor Group,Harbor BMW,Paid Search,1474
2026-09,Harbor Motor Group,Harbor BMW,Paid Social,604
2026-09,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1064
2026-09,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,412
2026-09,Harbor Motor Group,Harbor Ford Portside,Paid Search,1757
2026-09,Harbor Motor Group,Harbor Ford Portside,Paid Social,538
2026-09,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1755
2026-09,Harbor Motor Group,Harbor Honda Seaside,Paid Social,672
2026-09,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1481
2026-09,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,390
2026-09,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,1000
2026-09,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,442
2026-09,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1027
2026-09,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,300
2026-09,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,2072
2026-09,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,567
2026-09,Summit Auto Group,Summit BMW,Paid Search,1403
2026-09,Summit Auto Group,Summit BMW,Paid Social,700
2026-09,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1494
2026-09,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,605
2026-09,Summit Auto Group,Summit Ford Rivera,Paid Search,1933
2026-09,Summit Auto Group,Summit Ford Rivera,Paid Social,700
2026-09,Summit Auto Group,Summit Honda Westland,Paid Search,1584
2026-09,Summit Auto Group,Summit Honda Westland,Paid Social,616
2026-09,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1231
2026-09,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,494
2026-09,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1480
2026-09,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,480
2026-09,Summit Auto Group,Summit Kia Brookfield,Paid Search,1094
2026-09,Summit Auto Group,Summit Kia Brookfield,Paid Social,399
2026-09,Summit Auto Group,Summit Mazda Lakeside,Paid Search,831
2026-09,Summit Auto Group,Summit Mazda Lakeside,Paid Social,289
2026-09,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1350
2026-09,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,528
2026-09,Summit Auto Group,Summit Subaru Northgate,Paid Search,809
2026-09,Summit Auto Group,Summit Subaru Northgate,Paid Social,299
2026-09,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1897
2026-09,Summit Auto Group,Summit Toyota of Fairview,Paid Social,740
2026-09,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,746
2026-09,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,345
