period,group,store,opcode_family,ro_count,labor_revenue,parts_revenue,customer_pay,avg_hours
2025-12,Summit Auto Group,Summit Kia Brookfield,Recall,18,2941,1706,0,0.8
2025-12,Summit Auto Group,Summit Kia Brookfield,Warranty,37,6824,6641,0,2.3
2025-12,Summit Auto Group,Summit Mazda Lakeside,Maintenance,108,25835,12044,1,2.9
2025-12,Summit Auto Group,Summit Mazda Lakeside,Repair,63,9375,9659,1,1.2
2025-12,Summit Auto Group,Summit Mazda Lakeside,Tires,21,3806,2354,1,1.4
2025-12,Summit Auto Group,Summit Mazda Lakeside,Recall,14,2112,1414,0,2.0
2025-12,Summit Auto Group,Summit Mazda Lakeside,Warranty,28,6624,4988,0,1.2
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,150,22851,20843,1,1.9
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Repair,88,20679,10359,1,1.2
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Tires,29,5315,2742,1,2.7
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Recall,19,4037,2854,0,3.1
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Warranty,39,7247,6472,0,1.4
2025-12,Summit Auto Group,Summit Subaru Northgate,Maintenance,137,21055,21990,1,3.3
2025-12,Summit Auto Group,Summit Subaru Northgate,Repair,80,19290,11462,1,2.1
2025-12,Summit Auto Group,Summit Subaru Northgate,Tires,26,5100,2484,1,1.9
2025-12,Summit Auto Group,Summit Subaru Northgate,Recall,17,3676,2626,0,1.1
2025-12,Summit Auto Group,Summit Subaru Northgate,Warranty,35,8777,3536,0,2.4
2025-12,Summit Auto Group,Summit Toyota of Fairview,Maintenance,287,44151,39457,1,1.8
2025-12,Summit Auto Group,Summit Toyota of Fairview,Repair,168,23709,31622,1,2.7
2025-12,Summit Auto Group,Summit Toyota of Fairview,Tires,56,8347,8324,1,2.4
2025-12,Summit Auto Group,Summit Toyota of Fairview,Recall,37,7452,3532,0,2.3
2025-12,Summit Auto Group,Summit Toyota of Fairview,Warranty,75,13008,12026,0,2.4
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,105,18587,19364,1,0.9
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Repair,62,12850,7021,1,3.3
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Tires,20,4363,2279,1,0.8
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Recall,13,3317,1694,0,2.1
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,27,6614,5070,0,1.8
2026-01,Harbor Motor Group,Harbor BMW,Maintenance,183,29408,27393,1,1.7
2026-01,Harbor Motor Group,Harbor BMW,Repair,107,18767,13868,1,3.0
2026-01,Harbor Motor Group,Harbor BMW,Tires,35,4919,3870,1,2.5
2026-01,Harbor Motor Group,Harbor BMW,Recall,23,5024,2337,0,2.5
2026-01,Harbor Motor Group,Harbor BMW,Warranty,47,12058,6064,0,0.9
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,199,50913,34315,1,2.4
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Repair,117,24563,15660,1,2.6
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Tires,39,6745,4439,1,1.1
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Recall,26,6632,5075,0,1.7
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,52,8132,6703,0,1.8
2026-01,Harbor Motor Group,Harbor Ford Portside,Maintenance,224,46787,34769,1,1.1
2026-01,Harbor Motor Group,Harbor Ford Portside,Repair,132,24900,15104,1,0.9
2026-01,Harbor Motor Group,Harbor Ford Portside,Tires,44,7618,7223,1,1.0
2026-01,Harbor Motor Group,Harbor Ford Portside,Recall,29,5299,3856,0,3.0
2026-01,Harbor Motor Group,Harbor Ford Portside,Warranty,58,8834,8817,0,0.9
2026-01,Harbor Motor Group,Harbor Honda Seaside,Maintenance,181,32662,31269,1,3.3
2026-01,Harbor Motor Group,Harbor Honda Seaside,Repair,106,16852,20608,1,1.8
2026-01,Harbor Motor Group,Harbor Honda Seaside,Tires,35,5240,6464,1,0.8
2026-01,Harbor Motor Group,Harbor Honda Seaside,Recall,23,5144,3023,0,2.1
2026-01,Harbor Motor Group,Harbor Honda Seaside,Warranty,47,8546,6119,0,3.3
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,152,25466,22180,1,2.6
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,89,20513,18665,1,3.0
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,29,5233,4321,1,2.3
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,19,4288,2327,0,2.7
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,39,9374,5057,0,3.0
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,150,37412,21072,1,2.0
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Repair,88,16722,11150,1,1.9
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Tires,29,5319,5115,1,2.6
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Recall,19,4326,2997,0,2.5
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,39,5680,6271,0,2.1
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,128,31476,18740,1,3.0
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Repair,75,12328,12900,1,2.9
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Tires,25,5816,3250,1,1.8
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Recall,16,3542,2032,0,1.0
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,33,5820,5153,0,1.1
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,258,46850,31125,1,2.9
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Repair,152,24114,28274,1,1.2
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Tires,50,7659,10301,1,0.9
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Recall,33,7553,6776,0,1.8
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Warranty,67,13712,8056,0,1.2
2026-01,Summit Auto Group,Summit BMW,Maintenance,183,31872,20859,1,3.0
2026-01,Summit Auto Group,Summit BMW,Repair,107,23806,12712,1,3.0
2026-01,Summit Auto Group,Summit BMW,Tires,35,6560,5511,1,2.2
2026-01,Summit Auto Group,Summit BMW,Recall,23,4784,4125,0,2.6
2026-01,Summit Auto Group,Summit BMW,Warranty,47,9472,5346,0,1.4
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,185,37361,30230,1,1.1
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Repair,109,21610,21501,1,2.7
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Tires,36,8214,3887,1,2.2
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Recall,24,5205,4522,0,3.0
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,48,8488,6955,0,3.4
2026-01,Summit Auto Group,Summit Ford Rivera,Maintenance,246,37065,47439,1,1.7
2026-01,Summit Auto Group,Summit Ford Rivera,Repair,144,33377,16949,1,1.8
2026-01,Summit Auto Group,Summit Ford Rivera,Tires,48,11389,7715,1,1.3
2026-01,Summit Auto Group,Summit Ford Rivera,Recall,32,7654,3948,0,1.8
2026-01,Summit Auto Group,Summit Ford Rivera,Warranty,64,12414,7417,0,2.3
2026-01,Summit Auto Group,Summit Honda Westland,Maintenance,228,50822,41527,1,0.9
2026-01,Summit Auto Group,Summit Honda Westland,Repair,134,21646,23504,1,1.4
2026-01,Summit Auto Group,Summit Honda Westland,Tires,44,6576,4854,1,0.9
2026-01,Summit Auto Group,Summit Honda Westland,Recall,29,5195,5671,0,2.5
2026-01,Summit Auto Group,Summit Honda Westland,Warranty,59,10591,11741,0,1.4
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,151,35941,29031,1,1.9
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Repair,89,18139,9298,1,1.4
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Tires,29,4711,5438,1,2.4
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,3756,2165,0,1.6
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,39,7632,5889,0,3.0
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,165,24277,16081,1,2.4
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,97,14999,9505,1,2.7
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,32,5154,3008,1,2.2
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,21,3960,2427,0,1.0
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,43,9294,8948,0,2.3
2026-01,Summit Auto Group,Summit Kia Brookfield,Maintenance,123,17391,25767,1,2.7
2026-01,Summit Auto Group,Summit Kia Brookfield,Repair,72,15949,13464,1,0.9
2026-01,Summit Auto Group,Summit Kia Brookfield,Tires,24,5577,4494,1,1.6
2026-01,Summit Auto Group,Summit Kia Brookfield,Recall,16,3140,2528,0,1.7
2026-01,Summit Auto Group,Summit Kia Brookfield,Warranty,32,5089,5290,0,1.7
2026-01,Summit Auto Group,Summit Mazda Lakeside,Maintenance,112,19279,14083,1,1.0
2026-01,Summit Auto Group,Summit Mazda Lakeside,Repair,65,10002,13119,1,1.1
2026-01,Summit Auto Group,Summit Mazda Lakeside,Tires,21,3039,2042,1,1.2
2026-01,Summit Auto Group,Summit Mazda Lakeside,Recall,14,2756,2386,0,1.2
2026-01,Summit Auto Group,Summit Mazda Lakeside,Warranty,29,5919,4239,0,2.2
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,156,29372,30430,1,0.8
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Repair,91,19628,14502,1,1.7
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Tires,30,6668,4766,1,1.8
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Recall,20,4064,2775,0,1.1
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Warranty,40,7131,3718,0,1.7
2026-01,Summit Auto Group,Summit Subaru Northgate,Maintenance,142,29545,22935,1,0.9
2026-01,Summit Auto Group,Summit Subaru Northgate,Repair,83,19127,12635,1,1.2
2026-01,Summit Auto Group,Summit Subaru Northgate,Tires,27,6392,5052,1,1.3
2026-01,Summit Auto Group,Summit Subaru Northgate,Recall,18,3084,3492,0,1.5
2026-01,Summit Auto Group,Summit Subaru Northgate,Warranty,37,6655,5017,0,2.4
2026-01,Summit Auto Group,Summit Toyota of Fairview,Maintenance,271,43329,45598,1,1.9
2026-01,Summit Auto Group,Summit Toyota of Fairview,Repair,159,27463,15819,1,2.7
2026-01,Summit Auto Group,Summit Toyota of Fairview,Tires,53,10603,10561,1,1.8
2026-01,Summit Auto Group,Summit Toyota of Fairview,Recall,35,5451,4148,0,2.0
2026-01,Summit Auto Group,Summit Toyota of Fairview,Warranty,70,13446,7864,0,2.5
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,96,20236,16951,1,1.1
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Repair,56,10547,7212,1,2.3
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Tires,18,3729,2975,1,2.3
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Recall,12,2689,2155,0,1.4
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,25,4394,5192,0,2.1
2026-02,Harbor Motor Group,Harbor BMW,Maintenance,229,43830,30616,1,1.4
2026-02,Harbor Motor Group,Harbor BMW,Repair,134,21975,20089,1,1.0
2026-02,Harbor Motor Group,Harbor BMW,Tires,44,10738,7165,1,3.0
2026-02,Harbor Motor Group,Harbor BMW,Recall,29,6408,6033,0,2.1
2026-02,Harbor Motor Group,Harbor BMW,Warranty,59,9082,12346,0,0.9
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,184,28109,17819,1,3.1
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Repair,108,21355,19558,1,2.4
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Tires,36,5226,4037,1,1.1
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Recall,24,4236,2421,0,1.0
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,48,7671,5307,0,3.0
2026-02,Harbor Motor Group,Harbor Ford Portside,Maintenance,218,38418,29601,1,1.4
2026-02,Harbor Motor Group,Harbor Ford Portside,Repair,127,24365,23195,1,2.7
2026-02,Harbor Motor Group,Harbor Ford Portside,Tires,42,10029,3925,1,2.9
2026-02,Harbor Motor Group,Harbor Ford Portside,Recall,28,5600,4395,0,2.9
2026-02,Harbor Motor Group,Harbor Ford Portside,Warranty,56,8621,8644,0,1.1
2026-02,Harbor Motor Group,Harbor Honda Seaside,Maintenance,212,53187,36078,1,1.2
2026-02,Harbor Motor Group,Harbor Honda Seaside,Repair,124,26482,25163,1,3.2
2026-02,Harbor Motor Group,Harbor Honda Seaside,Tires,41,6157,5047,1,3.4
2026-02,Harbor Motor Group,Harbor Honda Seaside,Recall,27,5901,4514,0,1.2
2026-02,Harbor Motor Group,Harbor Honda Seaside,Warranty,55,8239,9804,0,3.0
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,187,45553,23310,1,2.8
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,110,25868,18199,1,1.6
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,36,6087,5829,1,2.4
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,24,4047,4762,0,2.8
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,48,11393,9223,0,1.9
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,125,31060,21073,1,3.0
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Repair,73,16631,8325,1,2.4
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Tires,24,5675,3952,1,1.5
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Recall,16,3946,2029,0,1.6
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,32,5425,6454,0,2.0
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,131,23794,25249,1,3.3
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Repair,76,15761,11423,1,2.5
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Tires,25,4175,3614,1,3.0
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Recall,17,3485,2447,0,2.8
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,34,8693,3656,0,1.9
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,273,54898,39644,1,3.3
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Repair,160,39751,25065,1,1.7
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Tires,53,7675,9313,1,3.1
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Recall,35,6647,3363,0,1.9
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Warranty,71,16011,14162,0,2.1
2026-02,Summit Auto Group,Summit BMW,Maintenance,198,36025,30894,1,1.7
2026-02,Summit Auto Group,Summit BMW,Repair,116,27732,13834,1,2.1
2026-02,Summit Auto Group,Summit BMW,Tires,38,7047,4616,1,3.0
2026-02,Summit Auto Group,Summit BMW,Recall,25,6467,2634,0,2.9
2026-02,Summit Auto Group,Summit BMW,Warranty,51,9990,9860,0,1.1
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,184,37829,20579,1,1.3
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Repair,108,25105,18793,1,1.3
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Tires,36,9055,6130,1,1.0
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Recall,24,4997,4182,0,3.0
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,48,11708,9265,0,1.6
2026-02,Summit Auto Group,Summit Ford Rivera,Maintenance,232,41234,36304,1,2.7
2026-02,Summit Auto Group,Summit Ford Rivera,Repair,136,25263,24436,1,2.3
2026-02,Summit Auto Group,Summit Ford Rivera,Tires,45,7533,8968,1,1.7
2026-02,Summit Auto Group,Summit Ford Rivera,Recall,30,7285,6031,0,2.9
2026-02,Summit Auto Group,Summit Ford Rivera,Warranty,60,12197,10438,0,1.5
2026-02,Summit Auto Group,Summit Honda Westland,Maintenance,199,41008,35982,1,2.3
2026-02,Summit Auto Group,Summit Honda Westland,Repair,116,26038,18585,1,1.2
2026-02,Summit Auto Group,Summit Honda Westland,Tires,38,6793,7022,1,1.0
2026-02,Summit Auto Group,Summit Honda Westland,Recall,25,6231,4831,0,2.2
2026-02,Summit Auto Group,Summit Honda Westland,Warranty,51,11517,6203,0,2.0
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,170,25436,28801,1,2.1
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Repair,99,20950,17434,1,1.4
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Tires,33,6582,6691,1,3.4
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Recall,22,5031,2487,0,2.1
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,44,7185,7108,0,3.2
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,195,40215,39881,1,2.5
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,114,24832,12604,1,1.9
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,38,9043,4978,1,2.6
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,25,6175,3361,0,1.1
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,51,10372,10624,0,1.4
2026-02,Summit Auto Group,Summit Kia Brookfield,Maintenance,125,28980,14994,1,1.9
2026-02,Summit Auto Group,Summit Kia Brookfield,Repair,73,18899,8041,1,2.7
2026-02,Summit Auto Group,Summit Kia Brookfield,Tires,24,4254,2602,1,2.3
2026-02,Summit Auto Group,Summit Kia Brookfield,Recall,16,2365,2332,0,1.9
2026-02,Summit Auto Group,Summit Kia Brookfield,Warranty,32,5258,3160,0,2.5
2026-02,Summit Auto Group,Summit Mazda Lakeside,Maintenance,103,24632,19599,1,2.9
2026-02,Summit Auto Group,Summit Mazda Lakeside,Repair,61,9254,6045,1,1.2
2026-02,Summit Auto Group,Summit Mazda Lakeside,Tires,20,4458,3264,1,3.1
2026-02,Summit Auto Group,Summit Mazda Lakeside,Recall,13,3322,1704,0,2.0
2026-02,Summit Auto Group,Summit Mazda Lakeside,Warranty,27,3843,2943,0,2.9
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,164,40012,25952,1,1.1
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Repair,96,16946,9034,1,1.4
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Tires,32,4556,5201,1,1.2
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Recall,21,3568,2002,0,1.0
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Warranty,42,7276,5726,0,3.2
2026-02,Summit Auto Group,Summit Subaru Northgate,Maintenance,143,34944,29792,1,1.9
2026-02,Summit Auto Group,Summit Subaru Northgate,Repair,84,19001,9710,1,3.1
2026-02,Summit Auto Group,Summit Subaru Northgate,Tires,28,6695,3078,1,2.2
2026-02,Summit Auto Group,Summit Subaru Northgate,Recall,18,3778,3117,0,2.7
2026-02,Summit Auto Group,Summit Subaru Northgate,Warranty,37,6150,5239,0,1.2
2026-02,Summit Auto Group,Summit Toyota of Fairview,Maintenance,258,37933,25932,1,1.7
2026-02,Summit Auto Group,Summit Toyota of Fairview,Repair,151,22475,20758,1,3.2
2026-02,Summit Auto Group,Summit Toyota of Fairview,Tires,50,11233,10461,1,0.9
2026-02,Summit Auto Group,Summit Toyota of Fairview,Recall,33,6642,4052,0,3.3
2026-02,Summit Auto Group,Summit Toyota of Fairview,Warranty,67,14183,11705,0,2.8
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,90,17014,9873,1,1.0
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Repair,53,9479,6090,1,3.3
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Tires,17,3462,2659,1,1.6
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Recall,11,2560,2227,0,2.3
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,23,3552,3593,0,1.4
2026-03,Harbor Motor Group,Harbor BMW,Maintenance,196,50919,19355,1,3.3
2026-03,Harbor Motor Group,Harbor BMW,Repair,115,18903,21803,1,1.7
2026-03,Harbor Motor Group,Harbor BMW,Tires,38,5374,5274,1,3.3
2026-03,Harbor Motor Group,Harbor BMW,Recall,25,5398,3583,0,2.6
2026-03,Harbor Motor Group,Harbor BMW,Warranty,51,11109,9784,0,0.8
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,148,21185,17588,1,2.9
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Repair,87,17904,11916,1,1.5
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Tires,29,6094,5368,1,3.3
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Recall,19,4455,3305,0,2.4
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,38,8054,7388,0,2.1
2026-03,Harbor Motor Group,Harbor Ford Portside,Maintenance,234,39123,41259,1,2.5
2026-03,Harbor Motor Group,Harbor Ford Portside,Repair,137,27522,19623,1,2.0
2026-03,Harbor Motor Group,Harbor Ford Portside,Tires,45,7778,6494,1,2.7
2026-03,Harbor Motor Group,Harbor Ford Portside,Recall,30,7729,4258,0,3.2
2026-03,Harbor Motor Group,Harbor Ford Portside,Warranty,61,13929,7766,0,1.4
2026-03,Harbor Motor Group,Harbor Honda Seaside,Maintenance,172,37966,34125,1,1.9
2026-03,Harbor Motor Group,Harbor Honda Seaside,Repair,101,21098,20265,1,0.8
2026-03,Harbor Motor Group,Harbor Honda Seaside,Tires,33,8234,5614,1,0.8
2026-03,Harbor Motor Group,Harbor Honda Seaside,Recall,22,5387,2305,0,3.3
2026-03,Harbor Motor Group,Harbor Honda Seaside,Warranty,45,11642,8668,0,3.0
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,157,28483,31514,1,1.8
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,92,22756,12551,1,2.4
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,30,4495,4353,1,1.4
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,20,4851,2963,0,1.6
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,41,10331,7127,0,1.1
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,122,24154,15666,1,1.3
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Repair,71,15798,6732,1,1.7
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Tires,23,4128,4728,1,1.7
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Recall,15,2675,2997,0,1.9
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,31,4603,5319,0,1.3
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,105,15479,14012,1,2.3
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Repair,61,11067,10080,1,0.9
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Tires,20,3075,4046,1,2.6
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Recall,13,2846,1439,0,1.9
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,27,5209,2447,0,2.6
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,205,29117,25991,1,1.6
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Repair,120,18128,20953,1,1.8
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Tires,40,9917,4343,1,2.9
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Recall,26,6578,3019,0,2.9
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Warranty,53,8892,5732,0,3.2
2026-03,Summit Auto Group,Summit BMW,Maintenance,195,45428,29797,1,1.9
2026-03,Summit Auto Group,Summit BMW,Repair,114,25115,19480,1,1.4
2026-03,Summit Auto Group,Summit BMW,Tires,38,7313,4183,1,3.2
2026-03,Summit Auto Group,Summit BMW,Recall,25,4137,3560,0,2.5
2026-03,Summit Auto Group,Summit BMW,Warranty,50,12938,7774,0,2.6
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,174,36196,35401,1,1.5
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Repair,102,21125,13045,1,2.3
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Tires,34,8514,5644,1,1.2
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Recall,22,3393,2633,0,2.2
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,45,10680,6695,0,1.5
2026-03,Summit Auto Group,Summit Ford Rivera,Maintenance,216,49679,33706,1,1.8
2026-03,Summit Auto Group,Summit Ford Rivera,Repair,126,28323,25663,1,1.4
2026-03,Summit Auto Group,Summit Ford Rivera,Tires,42,6422,8439,1,1.5
2026-03,Summit Auto Group,Summit Ford Rivera,Recall,28,4346,4004,0,2.4
2026-03,Summit Auto Group,Summit Ford Rivera,Warranty,56,13726,10894,0,2.5
2026-03,Summit Auto Group,Summit Honda Westland,Maintenance,224,35441,32842,1,1.2
2026-03,Summit Auto Group,Summit Honda Westland,Repair,131,21071,13691,1,1.8
2026-03,Summit Auto Group,Summit Honda Westland,Tires,43,8442,7704,1,2.0
2026-03,Summit Auto Group,Summit Honda Westland,Recall,29,4274,3403,0,1.2
2026-03,Summit Auto Group,Summit Honda Westland,Warranty,58,12787,11413,0,3.1
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,158,37938,24138,1,2.5
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Repair,93,22656,12040,1,3.0
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Tires,31,6743,4888,1,3.1
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Recall,20,5117,3272,0,2.9
2026-03,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,41,10147,6467,0,3.3
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,175,43310,23855,1,1.6
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,102,25100,9870,1,1.5
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,34,5172,3165,1,2.2
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,22,4399,4374,0,2.5
2026-03,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,45,9373,4637,0,1.3
2026-03,Summit Auto Group,Summit Kia Brookfield,Maintenance,118,17823,12188,1,2.5
2026-03,Summit Auto Group,Summit Kia Brookfield,Repair,69,13951,12613,1,3.1
2026-03,Summit Auto Group,Summit Kia Brookfield,Tires,23,4053,3335,1,1.9
2026-03,Summit Auto Group,Summit Kia Brookfield,Recall,15,2711,1475,0,0.9
2026-03,Summit Auto Group,Summit Kia Brookfield,Warranty,30,4773,5580,0,1.8
2026-03,Summit Auto Group,Summit Mazda Lakeside,Maintenance,95,14001,14841,1,2.3
2026-03,Summit Auto Group,Summit Mazda Lakeside,Repair,55,11949,9531,1,1.6
2026-03,Summit Auto Group,Summit Mazda Lakeside,Tires,18,3735,3034,1,2.2
