period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,55,1,1,0,2620,1520
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,164,20,11,9,74578,
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,17,5,4,1,7389,
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,36,13,9,4,45729,
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,56,7,5,2,22696,
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,33,2,1,1,5832,360
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,38,1,1,0,1986,560
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,23,3,2,1,6439,1040
2025-11,Harbor Motor Group,Harbor BMW,auto trader,internet,215,17,9,8,90568,3276
2025-11,Harbor Motor Group,Harbor BMW,Cars.com,internet,150,11,6,5,54818,2418
2025-11,Harbor Motor Group,Harbor BMW,Car Gurus,internet,98,5,3,2,22676,2964
2025-11,Harbor Motor Group,Harbor BMW,Dealer Website,internet,333,38,21,17,235829,
2025-11,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,33,7,5,2,18935,
2025-11,Harbor Motor Group,Harbor BMW,Walk In,showroom,66,22,16,6,127758,
2025-11,Harbor Motor Group,Harbor BMW,Phone Up,phone,92,20,14,6,99202,
2025-11,Harbor Motor Group,Harbor BMW,Website Chat,chat,65,6,3,3,25982,702
2025-11,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,57,5,3,2,19390,1092
2025-11,Harbor Motor Group,Harbor BMW,True Car,internet,40,2,1,1,7275,2028
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,203,15,8,7,43795,2940
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,120,7,4,3,20457,2170
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,87,7,4,3,21876,2660
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,289,24,13,11,82177,
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,29,8,6,2,13967,
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,67,22,16,6,90693,
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,104,21,15,6,60362,
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,57,7,4,3,15611,630
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,74,5,3,2,10929,979
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,38,4,2,2,8755,1819
2025-11,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,308,30,16,14,88313,3696
2025-11,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,166,20,11,9,58164,2728
2025-11,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,118,8,4,4,24528,3344
2025-11,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,393,37,20,17,115905,
2025-11,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,36,12,9,3,21568,
2025-11,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,74,25,18,7,80099,
2025-11,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,119,26,19,7,85000,
2025-11,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,83,4,2,2,11177,792
2025-11,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,69,6,3,3,11888,1232
2025-11,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,56,5,3,2,14076,2288
2025-11,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,235,11,6,5,35852,3360
2025-11,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,136,14,8,6,46371,2480
2025-11,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,104,7,4,3,19402,3040
2025-11,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,330,38,21,17,136292,
2025-11,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,33,8,6,2,14202,
2025-11,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,78,26,19,7,102513,
2025-11,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,106,19,14,5,54048,
2025-11,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,78,8,4,4,19735,720
2025-11,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,70,4,2,2,8911,1120
2025-11,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,46,3,2,1,7527,2080
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,183,7,4,3,21806,2772
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,107,13,7,6,44101,2046
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,82,5,3,2,14484,2508
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,264,25,14,11,96371,
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,26,10,7,3,17491,
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,56,16,12,4,63442,
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,78,12,9,3,41154,
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,60,7,4,3,19841,594
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,55,1,1,0,1906,924
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,34,3,2,1,8022,1716
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,152,14,8,6,41976,2184
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,88,9,5,4,24884,1612
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,76,4,2,2,10660,1976
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,239,27,15,12,87588,
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,20,6,4,2,9724,
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,51,20,14,6,62077,
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,75,25,18,7,72202,
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,48,3,2,1,7146,468
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,42,3,2,1,5958,728
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,33,3,2,1,7321,1352
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,157,7,4,3,23037,1974
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,76,7,4,3,22847,1457
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,56,2,1,1,6388,1786
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,172,21,12,9,66124,
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,18,5,4,1,8272,
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,46,14,10,4,48874,
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,56,9,6,3,30081,
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,36,2,1,1,4528,423
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,42,1,1,0,1877,658
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,27,1,1,0,2753,1222
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,302,22,12,10,67325,3990
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,200,26,14,12,73164,2945
2025-11,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,139,5,3,2,14540,3610
2025-11,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,338,33,18,15,125953,
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,40,8,6,2,12481,
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,85,30,22,8,114714,
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,148,20,14,6,66260,
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,86,5,3,2,13623,855
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,89,5,3,2,9745,1330
2025-11,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,64,5,3,2,14339,2470
2025-11,Summit Auto Group,Summit BMW,Autotrader,internet,256,14,8,6,66717,3486
2025-11,Summit Auto Group,Summit BMW,Cars .com,internet,134,16,9,7,86456,2573
2025-11,Summit Auto Group,Summit BMW,cargurus.com,internet,108,7,4,3,29278,3154
2025-11,Summit Auto Group,Summit BMW,Dealer Website,internet,357,36,20,16,196164,
2025-11,Summit Auto Group,Summit BMW,Lease Return,campaign,31,11,8,3,27032,
2025-11,Summit Auto Group,Summit BMW,Walk-In,showroom,74,27,19,8,159495,
2025-11,Summit Auto Group,Summit BMW,Inbound Phone,phone,127,26,19,7,142464,
2025-11,Summit Auto Group,Summit BMW,Chat,chat,71,4,2,2,19040,747
2025-11,Summit Auto Group,Summit BMW,Facebook,internet,80,2,1,1,7741,1162
2025-11,Summit Auto Group,Summit BMW,TrueCar,internet,45,6,3,3,20463,2158
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,242,19,10,9,62952,3276
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,145,7,4,3,20587,2418
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,103,5,3,2,13489,2964
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,316,34,19,15,103271,
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,25,6,4,2,8995,
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,72,24,17,7,91125,
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,101,21,15,6,63708,
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,71,6,3,3,14021,702
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,79,3,2,1,5817,1092
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,41,2,1,1,5417,2028
2025-11,Summit Auto Group,Summit Ford Rivera,ATC,internet,279,23,13,10,57959,3864
2025-11,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,180,9,5,4,28346,2852
2025-11,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,105,7,4,3,18259,3496
2025-11,Summit Auto Group,Summit Ford Rivera,Website,internet,329,35,19,16,130554,
2025-11,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,33,11,8,3,20006,
2025-11,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,83,27,19,8,90193,
2025-11,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,109,15,11,4,53955,
2025-11,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,88,6,3,3,17723,828
2025-11,Summit Auto Group,Summit Ford Rivera,Facebook,internet,67,4,2,2,9206,1288
2025-11,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,51,2,1,1,5206,2392
2025-11,Summit Auto Group,Summit Honda Westland,auto trader,internet,314,18,10,8,56223,3612
2025-11,Summit Auto Group,Summit Honda Westland,Cars.com,internet,142,12,7,5,32033,2666
2025-11,Summit Auto Group,Summit Honda Westland,CarGurus,internet,118,3,2,1,8373,3268
2025-11,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,355,40,22,18,131136,
2025-11,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,28,8,6,2,14260,
2025-11,Summit Auto Group,Summit Honda Westland,Walk In,showroom,82,29,21,8,96366,
2025-11,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,123,30,22,8,99538,
2025-11,Summit Auto Group,Summit Honda Westland,Website Chat,chat,76,8,4,4,23661,774
2025-11,Summit Auto Group,Summit Honda Westland,Facebook,internet,80,4,2,2,7508,1204
2025-11,Summit Auto Group,Summit Honda Westland,True Car,internet,45,5,3,2,12857,2236
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,21,4,3,1,6073,
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,216,72,42,30,242306,
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,81,18,13,5,58354,
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,56,2,1,1,5224,522
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,225,15,8,7,43192,2982
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,140,4,2,2,11145,2201
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,90,8,4,4,21916,2698
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,292,31,17,14,118227,
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,27,5,4,1,7336,
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,75,21,15,6,82732,
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,86,22,16,6,77787,
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,62,4,2,2,9338,639
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,64,2,1,1,4295,994
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,39,3,2,1,6704,1846
2025-11,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,199,9,5,4,25636,2310
2025-11,Summit Auto Group,Summit Kia Brookfield,CARS,internet,96,7,4,3,23859,1705
2025-11,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,69,4,2,2,9506,2090
2025-11,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,248,24,13,11,81551,
2025-11,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,22,7,5,2,10377,
2025-11,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,49,14,10,4,51849,
2025-11,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,74,10,7,3,27166,
2025-11,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,49,6,3,3,16557,495
2025-11,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,41,3,2,1,5825,770
2025-11,Summit Auto Group,Summit Kia Brookfield,True Car,internet,31,3,2,1,7138,1430
2025-11,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,153,10,6,4,27226,1848
2025-11,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,72,3,2,1,10367,1364
2025-11,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,58,3,2,1,9227,1672
2025-11,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,153,13,7,6,48135,
2025-11,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,15,3,2,1,4547,
2025-11,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,40,13,9,4,52782,
2025-11,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,60,12,9,3,43311,
2025-11,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,34,1,1,0,2985,396
2025-11,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,39,2,1,1,4685,616
2025-11,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,26,1,1,0,2569,1144
2025-11,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,215,13,7,6,33792,2688
2025-11,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,137,10,6,4,27796,1984
2025-11,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,79,7,4,3,17272,2432
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,238,23,13,10,70973,
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,24,7,5,2,13487,
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,63,17,12,5,66548,
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,101,20,14,6,69788,
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,48,7,4,3,19196,576
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,68,6,3,3,11594,896
2025-11,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,32,3,2,1,7014,1664
2025-11,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,178,12,7,5,30696,2058
2025-11,Summit Auto Group,Summit Subaru Northgate,CARS,internet,91,7,4,3,20655,1519
2025-11,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,67,5,3,2,12680,1862
2025-11,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,206,20,11,9,63298,
2025-11,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,16,4,3,1,5979,
2025-11,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,46,17,12,5,63872,
2025-11,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,69,14,10,4,41729,
2025-11,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,36,5,3,2,11785,441
2025-11,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,37,2,1,1,4919,686
2025-11,Summit Auto Group,Summit Subaru Northgate,True Car,internet,28,3,2,1,8338,1274
2025-11,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,298,18,10,8,59165,4200
2025-11,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,206,21,12,9,66545,3100
2025-11,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,123,8,4,4,22315,3800
2025-11,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,352,40,22,18,134137,
2025-11,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,35,10,7,3,18313,
2025-11,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,98,36,26,10,121792,
2025-11,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,120,27,19,8,84799,
2025-11,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,82,8,4,4,23669,900
2025-11,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,75,4,2,2,8431,1400
2025-11,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,53,4,2,2,9600,2600
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,114,7,4,3,21440,1680
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,65,7,4,3,18730,1240
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,57,3,2,1,7395,1520
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,164,21,12,9,70226,
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,16,3,2,1,5093,
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,37,13,9,4,49350,
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,56,17,12,5,48200,
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,30,2,1,1,5129,360
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,38,2,1,1,3972,560
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,23,2,1,1,5500,1040
2025-12,Harbor Motor Group,Harbor BMW,auto trader,internet,269,20,11,9,98293,3276
2025-12,Harbor Motor Group,Harbor BMW,Cars.com,internet,159,13,7,6,59488,2418
2025-12,Harbor Motor Group,Harbor BMW,Car Gurus,internet,92,6,3,3,30687,2964
2025-12,Harbor Motor Group,Harbor BMW,Dealer Website,internet,359,45,25,20,233668,
2025-12,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,30,8,6,2,22676,
2025-12,Harbor Motor Group,Harbor BMW,Walk In,showroom,73,17,12,5,95903,
2025-12,Harbor Motor Group,Harbor BMW,Phone Up,phone,105,20,14,6,94414,
2025-12,Harbor Motor Group,Harbor BMW,Website Chat,chat,60,5,3,2,20035,702
2025-12,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,173,3,2,1,11877,1092
2025-12,Harbor Motor Group,Harbor BMW,True Car,internet,42,3,2,1,12656,2028
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,200,9,5,4,26166,2940
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,152,10,6,4,32795,2170
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,72,3,2,1,8324,2660
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,312,46,25,21,162166,
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,25,8,6,2,11664,
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,76,34,24,10,121920,
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,107,26,19,7,92437,
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,63,4,2,2,9021,630
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,171,9,5,4,19707,979
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,40,2,1,1,5086,1819
2025-12,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,286,20,11,9,53395,3696
2025-12,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,169,13,7,6,40485,2728
2025-12,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,97,7,4,3,18592,3344
2025-12,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,377,46,25,21,133677,
2025-12,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,30,4,3,1,7286,
2025-12,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,79,23,17,6,80259,
2025-12,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,111,21,15,6,70577,
2025-12,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,68,4,2,2,10764,792
2025-12,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,197,11,6,5,23140,1232
2025-12,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,42,5,3,2,11718,2288
2025-12,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,223,14,8,6,35797,3360
2025-12,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,146,13,7,6,42388,2480
2025-12,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,102,9,5,4,23698,3040
2025-12,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,282,29,16,13,85268,
2025-12,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,27,7,5,2,12188,
2025-12,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,78,19,14,5,61521,
2025-12,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,126,21,15,6,69190,
2025-12,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,67,9,5,4,22595,720
2025-12,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,188,9,5,4,22410,1120
2025-12,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,41,3,2,1,7158,2080
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,192,16,9,7,40560,2772
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,107,5,3,2,15703,2046
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,90,5,3,2,15533,2508
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,256,22,12,10,83566,
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,24,10,7,3,17521,
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,67,27,19,8,93249,
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,93,16,12,4,48222,
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,50,5,3,2,13268,594
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,156,5,3,2,12330,924
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,38,1,1,0,2329,1716
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,179,14,8,6,41459,2184
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,95,12,7,5,40654,1612
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,56,0,0,0,0,1976
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,213,28,15,13,82382,
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,18,2,1,1,3574,
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,42,16,12,4,63859,
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,69,17,12,5,56723,
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,50,2,1,1,4863,468
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,122,4,2,2,9074,728
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,32,0,0,0,0,1352
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,141,11,6,5,30040,1974
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,84,4,2,2,12948,1457
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,62,2,1,1,5014,1786
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,211,25,14,11,89748,
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,17,5,4,1,9228,
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,50,21,15,6,72945,
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,68,14,10,4,49610,
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,42,2,1,1,5777,423
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,108,7,4,3,15956,658
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,24,2,1,1,5303,1222
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,298,23,13,10,64908,3990
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,199,18,10,8,62160,2945
2025-12,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,115,4,2,2,9535,3610
2025-12,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,416,55,30,25,162223,
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,36,15,11,4,21759,
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,89,30,22,8,115721,
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,135,35,25,10,101665,
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,91,6,3,3,14129,855
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,221,14,8,6,29188,1330
