stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S32630,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Tahoe,2023,12,25920,23255,97.2,374,0
S32739,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Silverado,2026,12,39693,35886,102.7,19,1
S32499,Harbor Motor Group,Harbor Ford Portside,used,Subaru,Outback,2022,12,19732,18583,95.7,169,1
S32233,Harbor Motor Group,Harbor Honda Seaside,used,Kia,Sorento,2018,12,30779,29800,93.9,265,1
S32246,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Odyssey,2021,12,26526,23726,100.1,129,0
S32306,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Civic,2023,12,22830,21623,96.3,128,3
S33001,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,12,28378,27012,95.9,28,5
S33099,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Hyundai,Elantra,2024,12,28664,26590,102.5,264,0
S32809,Harbor Motor Group,Harbor Kia Lighthouse,used,Jeep Ram,Ram 2500,2018,12,21019,19619,94.8,169,1
S32811,Harbor Motor Group,Harbor Kia Lighthouse,used,Ford,F-150,2018,12,27583,26110,95.0,92,1
S32829,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,K5,2018,12,21520,20416,94.9,58,3
S32833,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,12,40092,37889,96.2,73,5
S32856,Harbor Motor Group,Harbor Kia Lighthouse,used,Ford,F-150,2018,12,18452,16772,95.2,138,3
S32977,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,12,29181,28210,102.7,166,3
S32992,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Forester,2026,12,43235,37951,100.6,27,1
S31978,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,12,35255,31112,104.4,565,3
S32152,Harbor Motor Group,Harbor Toyota Bayview,used,Hyundai,Elantra,2020,12,20165,17420,102.5,5,3
S32173,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,12,36662,35115,98.0,103,5
S31857,Summit Auto Group,Summit BMW,new,BMW,X5,2026,12,75511,70986,98.7,0,0
S31931,Summit Auto Group,Summit BMW,new,BMW,X5,2026,12,79056,75908,99.7,51,1
S30718,Summit Auto Group,Summit Chevrolet Glenpark,used,Kia,Seltos,2022,12,22005,20091,96.7,234,1
S30720,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,12,31745,27652,101.1,626,3
S30731,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Equinox,2018,12,20449,18934,93.7,159,5
S30751,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2019,12,31307,27772,95.5,180,1
S30760,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,12,30104,26557,102.0,54,0
S30512,Summit Auto Group,Summit Ford Rivera,used,Jeep Ram,Wrangler,2024,12,23020,22167,104.1,28,3
S30525,Summit Auto Group,Summit Ford Rivera,used,Hyundai,Santa Fe,2024,12,31323,29568,97.9,243,2
S30585,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,12,30979,26949,103.8,28,0
S30275,Summit Auto Group,Summit Honda Westland,used,Honda,Odyssey,2025,12,19556,17406,100.4,199,0
S30425,Summit Auto Group,Summit Honda Westland,used,Nissan,Sentra,2024,12,20074,18000,96.5,25,0
S31007,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Sonata,2026,12,49860,45443,93.9,81,0
S31052,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Elantra,2026,12,44768,39955,98.0,481,1
S31056,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,12,47900,44521,100.0,8,1
S31551,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Gladiator,2026,12,30053,28414,94.4,12,5
S31645,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2022,12,17043,14967,103.6,466,5
S31649,Summit Auto Group,Summit Jeep Ram Clearwater,used,BMW,X5,2020,12,26447,22758,103.0,51,1
S31314,Summit Auto Group,Summit Mazda Lakeside,used,Kia,Sorento,2020,12,20961,20052,95.2,50,0
S30881,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,12,29292,26072,95.3,63,1
S30988,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Pathfinder,2026,12,40331,38596,95.7,247,2
S30998,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,12,39634,38172,95.8,420,1
S31470,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Ascent,2025,12,25931,24028,94.0,9,0
S30012,Summit Auto Group,Summit Toyota of Fairview,used,Nissan,Pathfinder,2022,12,27344,23621,104.4,41,3
S30090,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tacoma,2023,12,31620,30011,95.0,63,3
S31693,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Atlas,2026,12,34032,31189,93.0,447,1
S31742,Summit Auto Group,Summit Volkswagen Eastdale,used,Kia,Sorento,2022,12,28610,27228,94.2,47,3
S33179,Harbor Motor Group,Harbor BMW,used,Jeep Ram,Compass,2019,11,34829,32606,102.1,154,0
S33207,Harbor Motor Group,Harbor BMW,new,BMW,X1,2026,11,46071,42387,101.2,63,0
S33217,Harbor Motor Group,Harbor BMW,new,BMW,X3,2026,11,63484,59693,104.9,32,1
S33248,Harbor Motor Group,Harbor BMW,new,BMW,X3,2026,11,75765,71471,96.7,110,1
S33277,Harbor Motor Group,Harbor BMW,used,BMW,5 Series,2025,11,50327,47851,96.1,132,1
S32642,Harbor Motor Group,Harbor Chevrolet Marina,used,BMW,X1,2022,11,20126,18151,93.9,1,5
S32644,Harbor Motor Group,Harbor Chevrolet Marina,used,Toyota,Camry,2019,11,30256,27017,104.1,462,0
S32662,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2019,11,27625,24458,93.6,121,1
S32724,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,11,44853,42482,98.1,17,1
S32744,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Silverado,2020,11,23676,22084,95.4,120,3
S32503,Harbor Motor Group,Harbor Ford Portside,used,Ford,Maverick,2021,11,24748,21818,93.2,85,2
S32576,Harbor Motor Group,Harbor Ford Portside,used,Ford,F-150,2023,11,29683,27326,104.0,931,5
S32578,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,11,37688,35340,93.9,49,3
S32589,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,11,42255,38347,103.4,44,2
S32204,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,11,41962,38275,93.9,149,1
S32281,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,11,42965,39251,96.1,4,1
S32304,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,11,30048,27791,105.2,159,0
S32343,Harbor Motor Group,Harbor Honda Seaside,new,Honda,CR-V,2026,11,32904,30437,94.8,130,0
S32344,Harbor Motor Group,Harbor Honda Seaside,used,Honda,CR-V,2025,11,22886,21210,96.8,87,1
S32347,Harbor Motor Group,Harbor Honda Seaside,used,Toyota,Highlander,2022,11,17598,17016,94.6,168,1
S33031,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Nissan,Sentra,2022,11,28586,25438,99.2,87,0
S33137,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,11,37887,33329,99.6,101,3
S32798,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,K5,2019,11,22160,20863,104.6,624,1
S32915,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Ascent,2026,11,51025,49031,98.5,161,0
S32963,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Crosstrek,2018,11,29269,27911,94.5,56,5
S32989,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Crosstrek,2018,11,29354,25272,93.4,91,0
S32996,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,11,35816,32732,93.2,15,3
S32179,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2021,11,32319,28379,93.7,386,0
S31771,Summit Auto Group,Summit BMW,new,BMW,X1,2026,11,74932,65691,101.7,120,0
S31837,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,11,55145,47827,102.3,297,1
S31938,Summit Auto Group,Summit BMW,used,BMW,X5,2021,11,46285,42061,100.3,384,1
S30842,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Equinox,2018,11,23714,21113,104.2,502,5
S30851,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,11,44829,42868,97.8,70,2
S30502,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,11,37969,36286,99.8,610,0
S30524,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,11,40936,39140,101.9,64,0
S30541,Summit Auto Group,Summit Ford Rivera,used,Ford,Bronco,2023,11,26115,24451,93.9,27,0
S30661,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,11,44355,40711,96.6,125,2
S30356,Summit Auto Group,Summit Honda Westland,used,Kia,Sportage,2023,11,23171,20021,95.8,230,0
S30363,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,11,31283,28269,94.8,150,0
S30388,Summit Auto Group,Summit Honda Westland,used,Kia,K5,2023,11,29270,28289,100.3,56,5
S30405,Summit Auto Group,Summit Honda Westland,used,Honda,CR-V,2023,11,20425,19651,98.4,8,5
S31066,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Kona,2019,11,22908,20575,100.9,150,1
S31095,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Sonata,2022,11,27540,24211,103.0,147,5
S31125,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,11,44931,39389,94.3,163,3
S31567,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2018,11,22112,19876,94.5,5,1
S31570,Summit Auto Group,Summit Jeep Ram Clearwater,used,Subaru,Impreza,2019,11,21423,20211,93.4,431,0
S31205,Summit Auto Group,Summit Kia Brookfield,used,Hyundai,Elantra,2019,11,30029,27788,99.1,354,2
S31223,Summit Auto Group,Summit Kia Brookfield,new,Kia,K5,2026,11,34130,31569,99.2,100,1
S31300,Summit Auto Group,Summit Mazda Lakeside,used,Chevrolet,Trax,2020,11,20879,17980,101.9,54,1
S30873,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Kicks,2018,11,30495,28422,97.3,34,1
S30920,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,11,50124,48154,94.1,296,0
S30950,Summit Auto Group,Summit Nissan Ridgemont,used,Toyota,Corolla,2022,11,19429,17106,97.9,3,0
S30997,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,11,47455,44779,103.1,330,1
S31399,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Ascent,2023,11,31902,28142,94.8,63,5
S31418,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Ascent,2026,11,30518,26865,102.8,7,0
S31462,Summit Auto Group,Summit Subaru Northgate,used,Chevrolet,Equinox,2024,11,22816,20650,100.6,306,0
S31476,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Impreza,2019,11,27804,24880,97.8,131,2
S31479,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,11,43723,39779,104.4,28,1
S30010,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tundra,2026,11,42217,36862,101.2,31,0
S30161,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,11,41011,37410,101.6,439,1
S30196,Summit Auto Group,Summit Toyota of Fairview,used,Nissan,Frontier,2022,11,30057,26829,94.3,131,0
S31678,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Taos,2026,11,46645,41711,104.8,345,1
S33239,Harbor Motor Group,Harbor BMW,new,BMW,i4,2026,10,76658,67924,105.4,167,5
S33328,Harbor Motor Group,Harbor BMW,used,BMW,X3,2024,10,43643,41987,95.4,1015,1
S32655,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,10,45188,40706,105.1,100,3
S32217,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,10,37071,35908,100.0,496,0
S32256,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,10,43821,41634,105.8,493,0
S32342,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,10,27762,25443,96.2,342,5
S32381,Harbor Motor Group,Harbor Honda Seaside,used,BMW,i4,2018,10,22988,20297,102.2,27,0
S33007,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,10,50448,46566,96.2,140,1
S33036,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Chevrolet,Equinox,2019,10,27091,24155,104.3,20,0
S33135,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,10,48551,46183,97.1,6,2
S32766,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Seltos,2022,10,25852,23846,96.2,61,2
S32810,Harbor Motor Group,Harbor Kia Lighthouse,used,Subaru,Ascent,2021,10,17972,16061,96.6,132,3
S32862,Harbor Motor Group,Harbor Kia Lighthouse,used,Ford,Escape,2021,10,30090,28420,105.9,7,1
S32868,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,10,44133,41141,105.6,129,0
S32907,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,WRX,2026,10,45522,41339,103.1,662,3
S32917,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Forester,2026,10,46517,40776,94.9,301,1
S32934,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Ascent,2021,10,29149,27994,103.8,167,1
S32973,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Impreza,2026,10,43226,41571,103.2,25,0
S32002,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,10,44341,41921,96.8,12,0
S32005,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Highlander,2024,10,28762,24816,99.0,88,3
S32098,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,10,37614,32893,101.7,211,0
S32105,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,10,43011,39633,99.7,369,3
S32164,Harbor Motor Group,Harbor Toyota Bayview,used,BMW,3 Series,2022,10,26941,25508,97.0,92,0
S32169,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Corolla,2022,10,24344,21676,96.6,273,0
S31915,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,10,65943,56723,101.6,144,0
S31941,Summit Auto Group,Summit BMW,used,Subaru,Impreza,2019,10,45902,41497,93.4,185,0
S30759,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,10,34427,30812,95.0,524,5
S30848,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,10,34967,32300,104.8,351,0
S30460,Summit Auto Group,Summit Ford Rivera,used,Ford,Maverick,2023,10,21738,20522,94.3,508,3
S30588,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,10,35470,31298,100.6,10,5
S30659,Summit Auto Group,Summit Ford Rivera,used,Honda,Accord,2020,10,30631,28568,97.2,1040,0
S30328,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2020,10,18636,16428,96.5,46,5
S30331,Summit Auto Group,Summit Honda Westland,used,BMW,i4,2023,10,29782,26715,103.7,41,0
S30378,Summit Auto Group,Summit Honda Westland,used,Honda,Odyssey,2025,10,25102,23495,97.5,453,0
S30395,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,10,50576,48367,100.3,337,0
S30400,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,10,28083,25646,103.6,384,1
S30418,Summit Auto Group,Summit Honda Westland,used,Subaru,Crosstrek,2021,10,25194,22884,98.6,44,1
S31042,Summit Auto Group,Summit Hyundai Oakhurst,used,Ford,F-150,2024,10,29756,26770,101.5,54,5
S31051,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Kona,2024,10,22041,20721,101.4,198,3
S31090,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Kona,2020,10,17619,16074,95.4,29,5
S31119,Summit Auto Group,Summit Hyundai Oakhurst,used,Ford,Bronco,2020,10,18191,16105,104.6,107,5
S31543,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Grand Cherokee,2018,10,18635,16407,101.2,343,2
S31618,Summit Auto Group,Summit Jeep Ram Clearwater,used,Chevrolet,Tahoe,2019,10,31415,27561,100.2,363,2
S31315,Summit Auto Group,Summit Mazda Lakeside,used,Honda,Civic,2025,10,30079,29052,97.6,9,0
S30871,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,10,33550,31434,101.7,235,5
S30880,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,10,27840,26893,100.1,91,0
S30984,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Rogue,2018,10,27539,25847,100.5,81,1
S31389,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Outback,2026,10,33622,29355,102.2,282,5
S31409,Summit Auto Group,Summit Subaru Northgate,used,Jeep Ram,Ram 2500,2023,10,30246,27907,93.3,185,3
S31427,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,10,36224,31212,101.5,771,0
S31428,Summit Auto Group,Summit Subaru Northgate,used,Jeep Ram,Ram 1500,2025,10,18355,16615,100.5,174,0
S30188,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Camry,2023,10,22430,21741,105.9,94,1
S31730,Summit Auto Group,Summit Volkswagen Eastdale,used,Kia,Sorento,2023,10,28350,26392,98.6,8,0
S33232,Harbor Motor Group,Harbor BMW,used,BMW,i4,2024,9,29977,28169,95.2,116,3
S32635,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Tahoe,2025,9,21258,19383,100.9,353,0
S32695,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,9,42370,40023,93.9,23,0
S32748,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,9,27863,25893,98.6,332,5
S32463,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,9,50937,48513,96.7,67,3
S32225,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Odyssey,2022,9,32198,29347,99.1,68,0
S32310,Harbor Motor Group,Harbor Honda Seaside,used,Hyundai,Elantra,2023,9,22839,20706,100.1,269,2
S33016,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,9,49591,44233,102.3,20,5
S33020,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,9,36490,32112,100.8,32,2
S33022,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,9,42204,39076,100.5,187,5
S33053,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Kia,Forte,2019,9,23029,21762,98.9,170,0
S33100,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Grand Cherokee,2026,9,42633,39788,105.3,9,1
S33118,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,9,40150,34842,97.4,168,3
S33122,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,9,39554,36616,95.8,76,0
S33151,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,9,47710,41319,103.9,144,0
S32799,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Telluride,2023,9,27457,26036,93.9,168,5
S32864,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sorento,2024,9,28386,25143,98.1,438,1
S32872,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,9,46847,44694,96.8,199,1
S32875,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,9,38602,35024,105.7,228,1
S32888,Harbor Motor Group,Harbor Subaru Tidewater,used,Ford,Mustang,2020,9,30175,27221,98.3,44,3
S31813,Summit Auto Group,Summit BMW,new,BMW,3 Series,2026,9,54552,48181,103.7,22,0
S31905,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,9,67931,61762,101.8,170,5
S31945,Summit Auto Group,Summit BMW,new,BMW,3 Series,2026,9,58005,54782,97.5,7,5
S30707,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,9,26767,23729,99.7,251,0
S30486,Summit Auto Group,Summit Ford Rivera,used,Jeep Ram,Compass,2020,9,28422,26392,97.2,36,5
S30528,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,9,30514,27374,98.4,124,1
S30556,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,9,30650,27072,94.5,61,0
S30562,Summit Auto Group,Summit Ford Rivera,used,BMW,X5,2024,9,18369,16693,94.4,30,0
S30575,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,9,30909,27597,97.0,456,0
S30604,Summit Auto Group,Summit Ford Rivera,used,Toyota,Tundra,2020,9,30878,29488,94.8,82,0
S30615,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,9,48005,44968,102.9,471,5
S30627,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,9,51078,46489,105.3,130,0
S30628,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,9,32206,29538,97.5,74,1
S30273,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,9,29509,26172,105.3,228,5
S30278,Summit Auto Group,Summit Honda Westland,new,Honda,Civic,2026,9,36624,31538,97.2,29,1
S30348,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,9,45310,40344,98.9,67,0
S30352,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,9,46818,40800,93.3,9,5
S30374,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,9,40942,37185,95.0,295,0
S31014,Summit Auto Group,Summit Hyundai Oakhurst,used,BMW,X1,2024,9,22743,19919,98.0,249,2
S31563,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 2500,2026,9,39155,35689,101.2,10,0
S31664,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,9,27190,23916,101.8,66,1
S31183,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,9,42477,40535,95.7,58,5
S31221,Summit Auto Group,Summit Kia Brookfield,used,Subaru,Impreza,2019,9,28331,25333,93.2,1,0
S31304,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,CX-50,2022,9,24616,22322,95.9,113,0
S31332,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,9,35308,33659,103.3,38,2
S31387,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Impreza,2026,9,45585,43410,104.7,1,3
S31436,Summit Auto Group,Summit Subaru Northgate,used,Hyundai,Tucson,2020,9,24137,22624,94.9,530,0
S31451,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,9,30395,27572,95.5,41,2
S31488,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Impreza,2019,9,29971,27666,101.7,413,5
S30088,Summit Auto Group,Summit Toyota of Fairview,used,Ford,F-150,2021,9,25673,22837,93.1,20,0
S30144,Summit Auto Group,Summit Toyota of Fairview,used,Subaru,Outback,2022,9,31399,28575,98.5,86,0
S30149,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,9,34733,31790,94.4,87,3
S30204,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2024,9,24923,21949,97.3,16,2
S30236,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tacoma,2024,9,24104,23249,100.1,99,1
S31676,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Golf GTI,2026,9,46275,41637,104.9,370,2
S31745,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,ID.4,2026,9,47790,44062,94.2,911,0
S31761,Summit Auto Group,Summit Volkswagen Eastdale,used,Hyundai,Elantra,2023,9,32208,28659,101.6,113,0
S33177,Harbor Motor Group,Harbor BMW,used,Jeep Ram,Grand Cherokee,2019,8,45554,43629,101.7,69,0
S33185,Harbor Motor Group,Harbor BMW,new,BMW,X5,2026,8,51481,46684,95.2,324,5
S33236,Harbor Motor Group,Harbor BMW,used,Ford,Mustang,2020,8,47073,45246,105.3,123,3
S33317,Harbor Motor Group,Harbor BMW,used,BMW,X3,2024,8,45802,43812,101.6,20,0
S32661,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,8,31308,27373,100.2,115,1
S32712,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,8,33678,31789,94.9,122,0
S32725,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,8,35225,32907,96.5,106,0
S32512,Harbor Motor Group,Harbor Ford Portside,used,Ford,Maverick,2019,8,27836,25330,98.5,40,0
S32320,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,8,27767,26805,94.6,220,2
S33000,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Wrangler,2019,8,29446,27860,100.6,241,2
S33009,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Kia,Telluride,2022,8,27249,26253,100.9,53,0
S33096,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Compass,2018,8,25191,23541,101.5,408,0
S33103,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Toyota,Corolla,2024,8,29901,27451,93.7,308,1
S33121,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Kia,Telluride,2024,8,28969,25968,95.7,103,0
S33126,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Ram 1500,2019,8,30594,27213,99.3,275,3
S32767,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,8,32228,31053,94.9,223,0
S32775,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Forte,2026,8,45333,41568,103.2,169,3
S32789,Harbor Motor Group,Harbor Kia Lighthouse,used,Jeep Ram,Grand Cherokee,2022,8,28639,27251,98.5,34,1
S32797,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,8,44944,42368,98.3,721,3
S32967,Harbor Motor Group,Harbor Subaru Tidewater,used,Jeep Ram,Gladiator,2023,8,31769,28496,95.8,55,0
S31970,Harbor Motor Group,Harbor Toyota Bayview,used,Hyundai,Elantra,2021,8,20198,17562,102.8,114,0
S32108,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,8,44023,42085,98.6,31,0
S31834,Summit Auto Group,Summit BMW,used,Chevrolet,Tahoe,2024,8,47506,45535,99.0,24,3
S31886,Summit Auto Group,Summit BMW,used,Hyundai,Tucson,2018,8,36316,33493,94.2,704,0
S31944,Summit Auto Group,Summit BMW,new,BMW,X3,2026,8,80735,74037,101.2,259,5
